,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Yugra Khanty-Mansiysk U16,Russia U16,185027,29,23,14,32,14,52,
0,20152016,Yugra Khanty-Mansiysk U17,Russia U17,199088,4,5,14,10,14,9,
0,20162017,Mamonty Yugry,MHL,101152,11,15,2,29,2,26,11.0
0,20162017,Yugra Khanty-Mansiysk U17,Russia U17,199088,21,19,10,23,10,40,
0,20162017,Yugra Khanty-Mansiysk U18,Russia U18,226289,3,2,2,2,2,5,
0,20172018,Russia U18,WJC-18,17523,3,3,4,5,4,6,3.0
0,20172018,Yugra Khanty-Mansiysk,KHL,29144,0,0,0,2,0,0,-1.0
0,20172018,Mamonty Yugry,MHL,101152,8,8,33,31,33,16,10.0
0,20182019,SKA St. Petersburg,KHL,2434,0,0,0,1,0,0,0.0
0,20182019,Russia U20,WJC-20,17546,0,1,0,7,0,1,-2.0
0,20182019,SKA-Neva St. Petersburg,VHL,46357,1,2,4,23,4,3,-3.0
0,20182019,SKA-1946 St. Petersburg,MHL,49762,13,6,4,15,4,19,13.0
0,20182019,SKA-Varyagi im. Morozova,MHL,176622,2,2,4,5,4,4,1.0
0,20192020,SKA St. Petersburg,KHL,2434,9,7,6,31,6,16,16.0
0,20192020,Russia U20,WJC-20,17546,4,2,2,7,2,6,0.0
0,20192020,SKA-Neva St. Petersburg,VHL,46357,3,9,4,14,4,12,-2.0
0,20192020,Russia,EHT,64546,0,0,0,2,0,0,-2.0
0,20202021,SKA St. Petersburg,KHL,2434,13,15,14,41,14,28,11.0
0,20202021,SKA-1946 St. Petersburg,MHL,49762,4,3,0,2,0,7,6.0
0,20202021,Russia,EHT,64546,0,0,0,1,0,0,0.0
0,20212022,SKA St. Petersburg,KHL,2434,8,12,13,39,13,20,5.0
0,20212022,SKA-Neva St. Petersburg,VHL,46357,2,1,2,2,2,3,-1.0
0,20212022,Russia,EHT,64546,2,0,0,3,0,2,0.0
