,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Airdrie Xtreme Bantam AAA,AMBHL,54198,5,8,16,32,16,13,,,,,,,,,,,,,,,,,
0,20142015,Airdrie Xtreme Bantam AAA,AMBHL,54198,13,16,57,29,57,29,,,,,,,,,,,,,,,,,
0,20142015,AC Avalanche Minor Midget AAA,AMMHL,92574,2,3,0,4,0,5,,,,,,,,,,,,,,,,,
0,20152016,Airdrie CFR Bisons U18 AAA,AEHL U18,37841,2,1,8,3,8,3,,,,,,,,,,,,,,,,,
0,20152016,AC Avalanche U16 AAA,AEHL U16,93260,32,28,50,37,50,60,,,,,,,,,,,,,,,,,
0,20162017,Brandon Wheat Kings,WHL,9591,4,3,20,61,20,7,-13.0,,,,,,,,,,,,,,,,
0,20172018,Brandon Wheat Kings,WHL,9591,15,19,40,68,40,34,-1.0,,,,,,,,,,,,,,,,
0,20182019,Brandon Wheat Kings,WHL,9591,23,22,53,67,53,45,6.0,,,,,,,,,,,,,,,,
0,20192020,Brandon Wheat Kings,WHL,9591,24,31,38,56,38,55,19.0,,,,,,,,,,,,,,,,
0,20202021,Belleville Senators,AHL,227817,6,6,8,33,8,12,2.0,,,,,,,,,,,,,,,,
0,20212022,Ottawa Senators,National Hockey League,1,0,0,2,1,2,0,0.0,08:35,1.0,2.0,0.0,0.0,00:00,08:35,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,13.0
0,20212022,Belleville Senators,AHL,227817,15,15,60,70,60,30,-9.0,,,,,,,,,,,,,,,,
