,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Dyn'o Moscow Jr.,Russia-Jr.,1,2,8,18,38,18,10,,,,,,,,,,,,,,,,,
0,20122013,Moncton,QMJHL,1,44,18,36,68,36,62,,,,,,,,,,,,,,,,,
0,20132014,Moncton,QMJHL,1,43,25,27,48,27,68,156.0,9.0,16.0,4.0,1.0,-11.0,,,,,,,,,,,
0,20142015,Moncton,QMJHL,1,50,45,59,57,59,95,223.0,15.0,20.2,4.0,0.0,16.0,,,,,,,,,,,
0,20152016,Chicago,AHL,1,18,10,15,65,15,28,93.0,1.0,10.8,4.0,0.0,-14.0,,,,,,,,,,,
0,20152016,Chicago Wolves,AHL,957,18,10,15,65,15,28,,,,,,-14.0,,,,,,,,,,,
0,20162017,St. Louis Blues,National Hockey League,1,7,5,2,30,2,12,20.0,0.0,25.0,1.0,0.0,5.0,353:44,34.0,0.0,27:00,326:12,40.1,0.0,0.0,00:32,14.0,489.0
0,20162017,Chicago Wolves,AHL,957,18,19,14,46,14,37,,,,,,0.0,,,,,,,,,,,
0,20172018,St. Louis Blues,National Hockey League,1,6,7,4,53,4,13,45.0,0.0,15.56,1.0,0.0,-1.0,646:28,70.0,0.0,09:40,627:09,38.36,0.0,0.0,09:39,25.0,865.0
0,20172018,Chicago Wolves,AHL,957,5,5,6,20,6,10,,,,,,-1.0,,,,,,,,,,,
0,20182019,St. Louis Blues,National Hockey League,1,12,14,17,80,17,26,60.0,0.0,23.33,1.0,2.0,-4.0,921:08,86.0,0.0,04:01,790:46,45.58,0.0,2.0,126:21,31.0,1336.0
0,20192020,St. Louis Blues,National Hockey League,1,15,11,23,69,23,26,75.0,0.0,14.7,2.0,2.0,4.0,928:15,144.0,0.0,07:31,810:25,45.43,0.0,3.0,110:19,33.0,1251.0
0,20202021,St. Louis Blues,National Hockey League,1,7,5,6,38,6,12,43.0,1.0,11.6,1.0,0.0,5.0,507:25,49.0,1.0,04:25,428:11,43.39,0.0,0.0,74:49,15.0,676.0
0,20212022,St. Louis Blues,National Hockey League,1,34,26,40,81,40,60,111.0,4.0,23.4,2.0,1.0,4.0,1331:46,160.0,9.0,119:38,1126:22,39.94,0.0,2.0,85:46,28.0,1676.0
