,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20152016,Germany Selects U14,WSI U14,206478,8,9,0,5,0,17,
0,20162017,Orbita Zelenograd U18,Russia U18,241779,13,9,6,7,6,22,
0,20162017,Moskva Selects U15,WSI U15,241790,4,3,4,5,4,7,
0,20172018,Krylia Sovetov Moskva U16,Russia U16,190787,12,12,6,17,6,24,
0,20172018,Krylia Sovetov Moskva U18,Russia U18,241819,5,5,0,8,0,10,
0,20182019,MHK Krylia Sovetov Moskva,MHL,45862,20,9,12,37,12,29,4.0
0,20182019,Russia U17,EYOF,60527,1,1,0,3,0,2,1.0
0,20182019,Russia U17,WHC-17,61290,4,4,2,6,2,8,
0,20192020,Shawinigan Cataractes,QMJHL,9670,31,18,15,57,15,49,-9.0
0,20192020,Russia U18 |WJAC-19|,WJAC-19,87382,3,1,0,6,0,4,
0,20192020,Russia U18,Hlinka Gretzky Cup,158300,4,2,2,5,2,6,10.0
0,20202021,Shawinigan Cataractes,QMJHL,9670,28,10,16,33,16,38,9.0
0,20202021,Russia U20,WJC-20,17546,0,3,0,7,0,3,-3.0
0,20212022,Chicago Wolves,AHL,957,7,3,4,11,4,10,5.0
0,20212022,Spartak Moskva,KHL,8194,1,1,0,14,0,2,2.0
0,20212022,Khimik Voskresensk,VHL,10337,6,7,8,21,8,13,2.0
0,20212022,MHK Spartak Moskva,MHL,49752,7,2,4,4,4,9,10.0
0,20212022,Russia,EHT,64546,0,0,0,2,0,0,-1.0
