,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,CIHA Voyageurs Bantam AAA,OEBHL,132099,5,2,51,29,51,7,,,,,,,,,,,,,,,,,
0,20132014,CIHA Voyageurs Minor Midget AAA,OEMMHL,123216,11,6,30,29,30,17,,,,,,,,,,,,,,,,,
0,20132014,CIHA Voyageurs Midget AAA,OEMHL,131737,1,0,0,3,0,1,,,,,,,,,,,,,,,,,
0,20142015,Omaha AAA Lancers 16U,HPHL U16,95614,0,0,0,6,0,0,,,,,,,,,,,,,,,,,
0,20152016,Omaha AAA Lancers 18U,NAPHL 18U,64681,14,9,8,25,8,23,,,,,,,,,,,,,,,,,
0,20152016,Team Grey,USA-S17,177425,5,2,2,5,2,7,,,,,,,,,,,,,,,,,
0,20162017,Wenatchee Wild,BCHL,111754,20,12,25,46,25,32,0.0,,,,,,,,,,,,,,,,
0,20172018,Wenatchee Wild,BCHL,111754,37,37,47,58,47,74,0.0,,,,,,,,,,,,,,,,
0,20182019,Univ. of North Dakota,NCAA,11930,2,3,22,36,22,5,-5.0,,,,,,,,,,,,,,,,
0,20192020,Univ. of North Dakota,NCAA,11930,8,10,20,35,20,18,9.0,,,,,,,,,,,,,,,,
0,20202021,Univ. of North Dakota,NCAA,11930,10,14,8,29,8,24,7.0,,,,,,,,,,,,,,,,
0,20212022,San Jose Sharks,National Hockey League,1,6,5,18,50,18,11,-14.0,562:02,45.0,52.0,1.0,2.0,59:23,498:28,50.73,11.1,0.0,0.0,0.0,0.0,04:11,24.0,810.0
0,20212022,San Jose Barracuda,AHL,187427,10,5,24,25,24,15,-15.0,,,,,,,,,,,,,,,,
