,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Belle Tire 13U AAA,T1EHL 13U,168883,6,4,2.0,5,2,10,
0,20152016,Bauer Selects U15,WSI U15,48800,1,6,2.0,7,2,7,
0,20152016,Little Caesars 14U AAA,HPHL 14U,142999,10,14,28.0,20,28,24,
0,20162017,Little Caesars 16U AAA,HPHL 16U,94041,2,4,8.0,20,8,6,
0,20162017,West Coast Selects U15,WSI U15,170280,6,3,0.0,9,0,9,
0,20172018,Little Caesars 18U AAA,T1EHL 18U,29037,0,0,0.0,11,0,0,
0,20172018,Little Caesars 16U AAA,T1EHL 16U,94046,9,13,6.0,12,6,22,
0,20172018,Team Grey,USA-S15,178273,2,3,,3,,5,
0,20182019,London Knights,OHL,2778,21,13,15.0,66,15,34,11.0
0,20192020,London Knights,OHL,2778,21,19,16.0,61,16,40,-2.0
0,20192020,Team Black,USA-S17,177355,3,2,0.0,5,0,5,
0,20202021,Texas Stars,AHL,45177,1,0,0.0,9,0,1,-2.0
0,20212022,London Knights,OHL,2778,53,31,6.0,60,6,84,7.0
