,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,IF Björklöven U16,U16 SM,46161,3,0,2,5,2,-8,3,,,,,,,,,,,,,,,,
0,20102011,IF Björklöven J18,J18 Elit,6654,6,3,12,20,12,-6,9,,,,,,,,,,,,,,,,
0,20102011,IF Björklöven U16,U16 SM,46161,3,0,4,3,4,-1,3,,,,,,,,,,,,,,,,
0,20112012,Skellefteå AIK J18,J18 Allsvenskan,7984,2,3,10,17,10,18,5,,,,,,,,,,,,,,,,
0,20122013,Skellefteå AIK,SHL,221,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
0,20122013,Skellefteå AIK J20,SuperElit,6743,11,1,14,38,14,9,12,,,,,,,,,,,,,,,,
0,20122013,Sweden U18,WJC-18,7613,0,0,4,5,4,0,0,,,,,,,,,,,,,,,,
0,20122013,Skellefteå AIK J18,J18 Allsvenskan,7984,2,0,0,2,0,4,2,,,,,,,,,,,,,,,,
0,20122013,Sweden U17,WHC-17,60601,4,0,14,6,14,0,4,,,,,,,,,,,,,,,,
0,20132014,Skellefteå AIK,SHL,221,4,1,2,21,2,-1,5,,,,,,,,,,,,,,,,
0,20132014,Skellefteå AIK J20,SuperElit,6743,16,7,18,27,18,11,23,,,,,,,,,,,,,,,,
0,20132014,Sweden U18,WJC-18,7613,0,2,8,4,8,1,2,,,,,,,,,,,,,,,,
0,20142015,Skellefteå AIK,SHL,221,8,1,14,41,14,10,9,,,,,,,,,,,,,,,,
0,20142015,Skellefteå AIK J20,SuperElit,6743,2,0,4,4,4,-2,2,,,,,,,,,,,,,,,,
0,20142015,Sweden U20,WJC-20,7624,3,1,2,7,2,1,4,,,,,,,,,,,,,,,,
0,20152016,Skellefteå AIK,Champions HL,332,3,0,2,6,2,0,3,,,,,,,,,,,,,,,,
0,20152016,Skellefteå AIK,SHL,1019,13,3,12,39,12,5,16,,,,,,,,,,,,,,,,
0,20162017,Skellefteå AIK,Champions HL,332,3,1,0,6,0,0,4,,,,,,,,,,,,,,,,
0,20162017,Skellefteå AIK,SHL,1019,20,10,10,50,10,-6,30,,,,,,,,,,,,,,,,
0,20162017,Sweden,EHT,89816,0,0,2,5,2,-1,0,,,,,,,,,,,,,,,,
0,20172018,New York Islanders,National Hockey League,1,3,1,6,22,6,-5,4,357:24,24.0,10.0,1.0,1.0,21:24,335:53,0.0,4.17,0.0,0.0,0.0,0.0,00:07,14.0,434.0
0,20172018,Bridgeport Islanders,AHL,827,20,9,20,40,20,0,29,,,,,,,,,,,,,,,,
0,20182019,Bridgeport Islanders,AHL,827,37,9,36,67,36,4,46,,,,,,,,,,,,,,,,
0,20192020,Bridgeport Islanders,AHL,827,27,3,18,49,18,-16,30,,,,,,,,,,,,,,,,
0,20202021,New York Islanders,National Hockey League,1,1,1,2,3,2,-1,2,40:03,4.0,1.0,0.0,0.0,00:14,39:49,0.0,25.0,0.0,0.0,0.0,0.0,00:00,2.0,59.0
0,20212022,New York Islanders,National Hockey League,1,10,2,10,36,10,-6,12,592:23,34.0,32.0,0.0,2.0,26:38,564:14,0.0,5.9,0.0,0.0,0.0,0.0,01:31,42.0,792.0
