,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Värmdö HC J18,J18 Div.1,33038,2,0,4,4,4,0.0,2,,,,,,,,,,,,,,,,
0,20132014,Djurgarden U18,Swe-U18,1,1,0,0,8,0,,1,,,,,,,,,,,,,,,,
0,20142015,Djurgarden U18,Swe-U18,1,18,11,6,38,6,,29,,,,,,,,,,,,,,,,
0,20152016,Djurgarden U18,Swe-U18,1,1,2,4,6,4,,3,,,,,,,,,,,,,,,,
0,20152016,Djurgarden Jr.,Swe-Jr.,2,16,13,8,39,8,,29,,,,,,,,,,,,,,,,
0,20152016,Djurgårdens IF J20,JCWC,6390,0,0,6,5,6,-2.0,0,,,,,,,,,,,,,,,,
0,20152016,Djurgårdens IF J18,J18 Region,7088,1,2,2,4,2,-1.0,3,,,,,,,,,,,,,,,,
0,20152016,Djurgårdens IF J20,J20 Nationell,7229,16,13,8,39,8,11.0,29,,,,,,,,,,,,,,,,
0,20152016,Djurgårdens IF J18,J18 Nationell,7848,0,0,2,2,2,0.0,0,,,,,,,,,,,,,,,,
0,20152016,Sweden U18,WJC-18,8573,2,2,4,7,4,1.0,4,,,,,,,,,,,,,,,,
0,20162017,Djurgårdens IF,SHL,829,1,0,0,24,0,-2.0,1,,,,,,,,,,,,,,,,
0,20162017,Djurgårdens IF J20,J20 Nationell,7229,20,17,14,32,14,0.0,37,,,,,,,,,,,,,,,,
0,20172018,Djurgårdens IF,SHL,829,9,7,12,42,12,11.0,16,,,,,,,,,,,,,,,,
0,20172018,Sweden U20,WJC-20,8596,2,2,2,7,2,4.0,4,,,,,,,,,,,,,,,,
0,20172018,Sweden,EHT,89816,2,0,0,4,0,1.0,2,,,,,,,,,,,,,,,,
0,20182019,Djurgårdens IF,SHL,829,9,1,8,36,8,7.0,10,,,,,,,,,,,,,,,,
0,20182019,Hershey Bears,AHL,997,1,2,0,16,0,-5.0,3,,,,,,,,,,,,,,,,
0,20182019,Sweden,EHT,89816,1,0,2,2,2,-2.0,1,,,,,,,,,,,,,,,,
0,20192020,Hershey Bears,AHL,997,11,12,10,61,10,9.0,23,,,,,,,,,,,,,,,,
0,20202021,Hershey Bears,AHL,997,5,10,10,31,10,5.0,15,,,,,,,,,,,,,,,,
0,20202021,Västerviks IK,HockeyAllsvenskan,6230,11,4,4,26,4,4.0,15,,,,,,,,,,,,,,,,
0,20212022,Washington Capitals,National Hockey League,1,2,2,4,23,4,0.0,4,257:11,29.0,18.0,0.0,0.0,00:52,240:23,25.0,6.9,0.0,0.0,0.0,0.0,15:56,8.0,379.0
0,20212022,Hershey Bears,AHL,997,18,16,8,44,8,-2.0,34,,,,,,,,,,,,,,,,
