,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,Moskva Selects U15,WSI U15,241790,4,5,0,8,0,9,
0,20122013,Krasnaya Armiya Moskva,MHL,49712,7,5,8,49,8,12,0.0
0,20122013,Russia U17,EYOF,60527,1,0,4,3,4,1,0.0
0,20122013,Russia U17,WHC-17,61290,0,1,2,6,2,1,
0,20132014,Krasnaya Armiya Moskva,MHL,49712,18,13,2,36,2,31,17.0
0,20132014,Russia U18 |WJAC-19|,WJAC-19,87382,1,2,0,5,0,3,
0,20142015,CSKA Moskva,KHL,2314,2,1,0,12,0,3,6.0
0,20142015,Krasnaya Armiya Moskva,MHL,49712,21,20,20,37,20,41,8.0
0,20152016,CSKA Moskva,KHL,2314,2,1,0,15,0,3,5.0
0,20152016,Russia U20,WJC-20,17546,0,0,2,7,2,0,-1.0
0,20152016,Krasnaya Armiya Moskva,MHL,49712,3,1,0,5,0,4,3.0
0,20152016,Zvezda Moskva,VHL,77127,4,2,2,17,2,6,-4.0
0,20162017,CSKA Moskva,KHL,2314,9,6,6,34,6,15,11.0
0,20162017,Krasnaya Armiya Moskva,MHL,49712,0,3,0,3,0,3,-1.0
0,20162017,Zvezda Moskva,VHL,77127,17,11,4,23,4,28,19.0
0,20172018,CSKA Moskva,KHL,2314,12,13,12,45,12,25,21.0
0,20172018,Zvezda Moskva,VHL,77127,5,5,2,7,2,10,7.0
0,20182019,SKA St. Petersburg,KHL,2434,19,12,20,58,20,31,23.0
0,20182019,Russia,EHT,64546,1,6,0,8,0,7,1.0
0,20192020,SKA St. Petersburg,KHL,2434,19,14,6,49,6,33,20.0
0,20192020,Russia,EHT,64546,3,1,0,6,0,4,0.0
0,20202021,SKA St. Petersburg,KHL,2434,19,18,14,57,14,37,17.0
0,20202021,Russia,WC,17485,1,1,0,2,0,2,0.0
0,20202021,Russia,EHT,64546,0,3,0,3,0,3,3.0
0,20212022,SKA St. Petersburg,KHL,2434,33,20,10,45,10,53,15.0
