,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Don Mills,GTHL,1,12,27,44,28,44,39,,,,,,,,,,,,,,,,,
0,20132014,Sault Ste. Marie,OHL,1,27,15,34,48,34,42,6.0,2.0,0.0,10.0,,,,,,,,,,,,,
0,20142015,Sault Ste. Marie,OHL,1,37,37,39,57,39,74,12.0,4.0,2.0,44.0,,,,,,,,,,,,,
0,20152016,Springfield,AHL,1,14,11,41,63,41,25,3.0,2.0,0.0,-7.0,94.0,11.7,,,,,,,,,,,
0,20152016,Rapid City,ECHL,2,0,2,4,7,4,2,0.0,,0.0,-5.0,,,,,,,,,,,,,
0,20152016,Springfield Falcons,AHL,927,14,11,41,63,41,25,,,,-7.0,,,,,,,,,,,,,
0,20152016,Rapid City Rush,ECHL,27275,0,2,4,7,4,2,,,,-5.0,,,,,,,,,,,,,
0,20162017,Tucson Roadrunners,AHL,218897,15,13,52,67,52,28,,,,-1.0,,,,,,,,,,,,,
0,20172018,Tucson Roadrunners,AHL,218897,20,23,45,67,45,43,,,,21.0,,,,,,,,,,,,,
0,20182019,Arizona Coyotes,National Hockey League,1,0,1,2,5,2,1,0.0,0.0,0.0,0.0,5.0,20.0,47:47,6.0,0.0,00:00,47:47,0.0,0.0,0.0,00:00,1.0,71.0
0,20182019,Tucson Roadrunners,AHL,218897,22,19,84,52,84,41,,,,15.0,,,,,,,,,,,,,
0,20192020,Tucson Roadrunners,AHL,218897,37,12,49,58,49,49,,,,-12.0,,,,,,,,,,,,,
0,20202021,Arizona Coyotes,National Hockey League,1,3,10,12,21,12,13,3.0,1.0,0.0,-1.0,38.0,26.3,350:32,28.0,3.0,40:03,310:14,58.33,0.0,0.0,00:15,1.0,467.0
0,20202021,Canada,WC,17155,0,0,6,10,6,0,,,,-6.0,,,,,,,,,,,,,
0,20202021,Tucson Roadrunners,AHL,218897,12,7,14,16,14,19,,,,-2.0,,,,,,,,,,,,,
0,20212022,Toronto Maple Leafs,National Hockey League,1,40,23,80,79,80,63,2.0,2.0,0.0,27.0,175.0,13.1,1227:51,85.0,5.0,101:44,1124:54,50.0,0.0,0.0,01:13,21.0,1560.0
