,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Ilves U18,Fin-U18,1,2,4,0,5,0,6,,,,,,,,,,,,,,,,,
0,20142015,Ilves U18,Fin-U18,1,32,22,10,21,10,54,,,,,,,,,,,,,,,,,
0,20142015,Ilves Jr.,Fin-Jr.,2,6,4,12,22,12,10,,,,,,,,,,,,,,,,,
0,20152016,Ilves Jr.,Fin-Jr.,1,32,26,18,49,18,58,,,,,,,,,,,,,,,,,
0,20152016,Ilves,Finland,2,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20152016,Ilves,Liiga,889,0,0,0,1,0,0,-2.0,,,,,,,,,,,,,,,,
0,20152016,Ilves U20,U20 SM-sarja,25870,32,26,18,49,18,58,25.0,,,,,,,,,,,,,,,,
0,20152016,Finland U18,Hlinka Gretzky Cup,158280,0,1,6,5,6,1,-1.0,,,,,,,,,,,,,,,,
0,20162017,Ilves,Liiga,889,20,10,6,50,6,30,-6.0,,,,,,,,,,,,,,,,
0,20162017,Finland U20,WJC-20,17116,0,0,0,6,0,0,-2.0,,,,,,,,,,,,,,,,
0,20172018,Ilves,Liiga,889,18,9,24,53,24,27,-20.0,,,,,,,,,,,,,,,,
0,20172018,Finland U20,WJC-20,17116,2,0,4,5,4,2,-3.0,,,,,,,,,,,,,,,,
0,20182019,Bridgeport Islanders,AHL,827,25,21,28,69,28,46,14.0,,,,,,,,,,,,,,,,
0,20192020,New York Islanders,National Hockey League,1,0,0,2,12,2,0,0.0,94:56,4.0,12.0,0.0,0.0,00:00,93:44,36.92,0.0,0.0,0.0,0.0,0.0,01:12,4.0,127.0
0,20192020,Bridgeport Islanders,AHL,827,13,9,29,36,29,22,-10.0,,,,,,,,,,,,,,,,
0,20202021,Bridgeport Islanders,AHL,827,7,2,16,20,16,9,-5.0,,,,,,,,,,,,,,,,
0,20202021,HIFK,Liiga,869,8,3,10,14,10,11,1.0,,,,,,,,,,,,,,,,
0,20212022,New York Islanders,National Hockey League,1,2,0,0,8,0,2,-2.0,85:57,8.0,8.0,0.0,0.0,04:09,78:48,42.31,0.0,0.0,0.0,0.0,0.0,03:00,4.0,115.0
0,20212022,Bridgeport Islanders,AHL,827,35,12,32,56,32,47,1.0,,,,,,,,,,,,,,,,
