,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Marquette Rangers,NAHL,25188,19,32,39,57,39,9.0,51,,,,,,,,,,,,,,,,
0,20102011,Fargo Force,USHL,11938,23,14,22,55,22,11.0,37,,,,,,,,,,,,,,,,
0,20112012,Michigan Tech,WCHA,1,7,9,14,39,14,,16,2.0,0.0,0.0,,,,,,,,,,,,,
0,20122013,Michigan Tech,WCHA,1,13,11,27,33,27,,24,3.0,0.0,0.0,,,,,,,,,,,,,
0,20132014,Michigan Tech,WCHA,1,10,15,16,40,16,,25,4.0,4.0,1.0,,,,,,,,,,,,,
0,20142015,Michigan Tech,WCHA,1,26,20,10,41,10,,46,4.0,7.0,2.0,,,,,,,,,,,,,
0,20142015,Rockford,AHL,2,0,5,0,6,0,3.0,5,1.0,0.0,0.0,15.0,33.3,,,,,,,,,,,
0,20152016,Chicago Blackhawks,National Hockey League,1,2,1,2,17,2,-2.0,3,0.0,0.0,0.0,26.0,3.85,208:59,19.0,0.0,02:53,178:34,44.72,0.0,0.0,27:32,10.0,321.0
0,20152016,Rockford,AHL,2,19,20,23,60,23,15.0,39,3.0,3.0,1.0,123.0,16.3,,,,,,,,,,,
0,20152016,Rockford IceHogs,AHL,8267,19,20,23,60,23,15.0,39,,,,,,,,,,,,,,,,
0,20162017,Chicago Blackhawks,National Hockey League,1,10,6,8,47,8,15.0,16,0.0,0.0,0.0,60.0,10.0,633:50,41.0,0.0,04:44,561:50,44.37,0.0,0.0,67:16,51.0,893.0
0,20162017,Rockford IceHogs,AHL,8267,13,7,14,28,14,-7.0,20,,,,,,,,,,,,,,,,
0,20172018,Chicago Blackhawks,National Hockey League,1,2,1,0,8,0,1.0,3,0.0,0.0,0.0,7.0,14.29,91:30,3.0,0.0,00:23,73:07,46.05,0.0,0.0,18:00,7.0,149.0
0,20172018,Rockford IceHogs,AHL,8267,12,8,8,36,8,-10.0,20,,,,,,,,,,,,,,,,
0,20182019,Utica Comets,AHL,152247,33,24,37,67,37,-14.0,57,,,,,,,,,,,,,,,,
0,20192020,Texas Stars,AHL,45177,25,8,20,49,20,-14.0,33,,,,,,,,,,,,,,,,
0,20202021,Dallas Stars,National Hockey League,1,7,3,6,39,6,0.0,10,0.0,2.0,0.0,39.0,7.7,413:23,31.0,2.0,22:03,379:30,63.16,0.0,0.0,11:50,14.0,618.0
0,20212022,Dallas Stars,National Hockey League,1,3,0,0,23,0,-5.0,3,0.0,0.0,0.0,14.0,0.0,219:57,12.0,0.0,01:03,209:05,64.29,0.0,0.0,09:49,9.0,322.0
0,20212022,Texas Stars,AHL,45177,12,5,10,28,10,-3.0,17,,,,,,,,,,,,,,,,
