,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,KalPa U16,Jr. C SM-sarja,80152,7,4,26,34,26,0.0,11,,,,,,,,,,,,,,,,
0,20142015,KalPa U18,Jr. B SM-sarja,24969,4,7,4,18,4,0.0,11,,,,,,,,,,,,,,,,
0,20142015,KalPa U17,Jr. B2 SM-sarja,56519,19,9,32,26,32,0.0,28,,,,,,,,,,,,,,,,
0,20152016,KalPa U18,U18 SM-sarja,25871,23,11,58,46,58,,34,,,,,,,,,,,,,,,,
0,20162017,KalPa,Liiga,5849,4,3,14,32,14,2.0,7,,,,,,,,,,,,,,,,
0,20162017,KalPa U20,U20 SM-sarja,21240,8,11,49,23,49,8.0,19,,,,,,,,,,,,,,,,
0,20172018,KalPa,Champions HL,5472,1,2,2,6,2,1.0,3,,,,,,,,,,,,,,,,
0,20172018,KalPa,Liiga,5849,14,6,58,55,58,-7.0,20,,,,,,,,,,,,,,,,
0,20182019,KalPa,Liiga,5849,21,15,79,54,79,0.0,36,,,,,,,,,,,,,,,,
0,20182019,KalPa,Spengler Cup,6195,0,1,0,4,0,1.0,1,,,,,,,,,,,,,,,,
0,20182019,Finland,WC,17055,0,0,2,4,2,-1.0,0,,,,,,,,,,,,,,,,
0,20182019,Finland,EHT,68516,0,0,0,7,0,-2.0,0,,,,,,,,,,,,,,,,
0,20192020,Carolina Hurricanes,National Hockey League,1,1,0,0,8,0,-2.0,1,79:51,9.0,9.0,0.0,0.0,00:08,79:43,52.38,0.0,0.0,0.0,0.0,0.0,00:00,2.0,110.0
0,20192020,Charlotte Checkers,AHL,2357,17,8,24,44,24,-1.0,25,,,,,,,,,,,,,,,,
0,20192020,Springfield Thunderbirds,AHL,39667,0,0,0,5,0,-5.0,0,,,,,,,,,,,,,,,,
0,20202021,Florida Panthers,National Hockey League,1,5,3,12,44,12,-11.0,8,578:01,34.0,55.0,0.0,0.0,01:35,483:20,47.99,8.8,1.0,0.0,0.0,0.0,93:06,25.0,821.0
0,20202021,KalPa,Liiga,5849,10,5,14,17,14,6.0,15,,,,,,,,,,,,,,,,
0,20212022,Florida Panthers,National Hockey League,1,17,9,12,78,12,1.0,26,1048:03,84.0,103.0,0.0,1.0,07:19,893:31,40.02,10.7,4.0,1.0,2.0,3.0,147:13,46.0,1509.0
