,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20132014,Little Caesars Bantam Minor AAA,HPMBHL,142436,12,17,44.0,20,44,29,
0,20142015,Honeybaked Bantam Major AAA,HPBHL,122775,9,6,10.0,17,10,15,
0,20152016,Honeybaked 16U AAA,HPHL 16U,104461,8,16,48.0,22,48,24,
0,20152016,USA U16,YOG,118227,3,1,1.0,6,1,4,2.0
0,20152016,Team Grey,USA-S15,178273,4,2,,5,,6,
0,20162017,U.S. National U18 Team,USDP,19564,0,2,0.0,1,0,2,
0,20162017,U.S. National U17 Team,USDP,19734,12,16,30.0,56,30,28,
0,20162017,USNTDP Juniors,USHL,52486,7,6,20.0,34,20,13,-17.0
0,20162017,USA U17,WHC-17,61270,1,0,2.0,5,2,1,
0,20172018,USA U18,WJC-18,17253,4,0,4.0,7,4,4,4.0
0,20172018,U.S. National U18 Team,USDP,19564,32,28,46.0,61,46,60,
0,20172018,USNTDP Juniors,USHL,52486,19,15,20.0,25,20,34,28.0
0,20182019,Miami Univ. (Ohio),NCAA,13040,12,3,12.0,38,12,15,-19.0
0,20192020,London Knights,OHL,2778,36,30,23.0,59,23,66,20.0
0,20202021,Wilkes-Barre/Scranton Penguins,AHL,1077,8,6,13.0,32,13,14,5.0
0,20212022,Wilkes-Barre/Scranton Penguins,AHL,1077,17,10,78.0,75,78,27,-3.0
