,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20132014,Leduc Oil Kings Bantam AAA,AMBHL,63378,0,0,0,1,0,0,
0,20132014,Leduc Roughnecks Bantam AA,NABHL,109479,22,24,48,32,48,46,
0,20142015,Leduc Oil Kings Bantam AAA,AMBHL,63378,15,22,28,33,28,37,
0,20152016,Leduc Oil Kings U18 AAA,AEHL U18,37781,3,6,36,34,36,9,
0,20162017,Seattle Thunderbirds,WHL,9651,0,1,15,17,15,1,-2.0
0,20162017,Leduc Oil Kings U18 AAA,AEHL U18,37781,0,3,30,7,30,3,
0,20172018,Seattle Thunderbirds,WHL,9651,24,15,52,72,52,39,4.0
0,20182019,Seattle Thunderbirds,WHL,9651,15,11,32,31,32,26,-2.0
0,20192020,Kelowna Rockets,WHL,5531,16,15,65,56,65,31,4.0
0,20202021,Kelowna Rockets,WHL,5531,7,6,18,16,18,13,6.0
0,20212022,San Jose Barracuda,AHL,187427,6,3,37,44,37,9,-10.0
