,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,CSKA Jr.,Russia-Jr.,1,25,29,40,53,40,54,,,,,,,,,,,,,,,,,
0,20102011,CSKA Jr.,Russia-Jr.,1,31,27,81,41,81,58,,,,,,,,,,,,,,,,,
0,20102011,CSKA,Rus-KHL,2,2,0,0,8,0,2,,,,,,,,,,,,,,,,,
0,20102011,Russia,WJ18-A,3,10,11,6,7,6,21,5.0,4.0,1.0,10.0,,,,,,,,,,,,,
0,20112012,CSKA Jr.,Russia-Jr.,1,19,24,40,23,40,43,,,,,,,,,,,,,,,,,
0,20112012,CSKA,KHL,2,4,1,4,18,4,5,,,,,,,,,,,,,,,,,
0,20112012,Russia,WJC-A,3,5,2,2,7,2,7,0.0,1.0,0.0,4.0,,,,,,,,,,,,,
0,20122013,Rouyn-Noranda,QMJHL,1,27,26,12,27,12,53,3.0,4.0,1.0,18.0,106.0,24.53,,,,,,,,,,,
0,20122013,Russia,WJC-A,2,3,5,4,7,4,8,1.0,2.0,0.0,4.0,,,,,,,,,,,,,
0,20122013,Quebec,QMJHL,3,7,3,2,6,2,10,0.0,0.0,0.0,-1.0,20.0,15.0,,,,,,,,,,,
0,20132014,Tampa Bay Lightning,National Hockey League,1,9,9,14,52,14,18,3.0,3.0,0.0,3.0,102.0,8.82,681:59,15.0,4.0,61:47,620:12,100.0,0.0,0.0,00:00,19.0,918.0
0,20132014,Syracuse,AHL,2,11,13,10,17,10,24,6.0,2.0,0.0,1.0,50.0,26.0,,,,,,,,,,,
0,20142015,Tampa Bay Lightning,National Hockey League,1,36,29,37,82,37,65,2.0,2.0,0.0,38.0,191.0,15.18,1225:59,65.0,15.0,181:01,1042:46,0.0,0.0,0.0,02:12,28.0,1599.0
0,20152016,Tampa Bay Lightning,National Hockey League,1,36,30,30,77,30,66,9.0,4.0,0.0,9.0,209.0,14.35,1402:21,61.0,25.0,251:12,1149:02,0.0,1.0,0.0,02:07,28.0,1607.0
0,20162017,Tampa Bay Lightning,National Hockey League,1,45,40,38,74,38,85,17.0,7.0,0.0,13.0,246.0,16.26,1438:40,30.0,32.0,248:31,1188:19,0.0,1.0,0.0,01:50,20.0,1735.0
0,20162017,Russia,WC,17485,8,7,8,10,8,15,,,,7.0,,,,,,,,,,,,,
0,20162017,Russia,WCup,17546,1,2,0,4,0,3,,,,1.0,,,,,,,,,,,,,
0,20162017,Russia,EHT,64546,0,0,0,2,0,0,,,,0.0,,,,,,,,,,,,,
0,20172018,Tampa Bay Lightning,National Hockey League,1,61,39,42,80,42,100,8.0,7.0,0.0,15.0,279.0,13.98,1585:43,31.0,36.0,280:41,1304:38,60.0,0.0,0.0,00:24,15.0,1817.0
0,20182019,Tampa Bay Lightning,National Hockey League,1,87,41,62,82,62,128,15.0,8.0,0.0,24.0,246.0,16.67,1637:10,44.0,48.0,305:41,1327:56,0.0,0.0,0.0,03:33,31.0,1765.0
0,20182019,Russia,WC,17485,10,6,4,10,4,16,,,,11.0,,,,,,,,,,,,,
0,20182019,Russia,EHT,64546,0,1,6,3,6,1,,,,-1.0,,,,,,,,,,,,,
0,20192020,Tampa Bay Lightning,National Hockey League,1,52,33,38,68,38,85,4.0,6.0,0.0,26.0,210.0,15.7,1282:42,37.0,25.0,241:55,1040:25,0.0,3.0,0.0,00:22,19.0,1466.0
0,20212022,Tampa Bay Lightning,National Hockey League,1,44,25,22,47,22,69,9.0,1.0,0.0,1.0,156.0,16.0,939:12,32.0,30.0,182:47,755:16,100.0,0.0,0.0,01:09,7.0,1009.0
