,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,Sweden Selects U13,WSI U13,206617,8,5,4.0,9,4,13,
0,20132014,Lørenskog U16,Norway U16,130558,37,34,18.0,20,18,71,
0,20142015,Selects Hockey Academy 16U,USPHL 16U,112490,23,18,8.0,28,8,41,
0,20152016,Norway U18,WJC-18 D1A,17155,2,3,0.0,5,0,5,-2.0
0,20152016,Selects Academy 16U AAA,USPHL 16U,112846,22,14,27.0,21,27,36,
0,20152016,Selects Academy 16U AAA,16U AAA,113055,44,21,,40,,65,
0,20152016,Norway U16,YOG,212787,0,1,7.0,4,7,1,-14.0
0,20162017,Omaha Lancers,USHL,10466,17,10,28.0,57,28,27,-32.0
0,20162017,Norway U18,WJC-18 D1A,17155,8,4,4.0,5,4,12,5.0
0,20172018,Muskegon Lumberjacks,USHL,6276,32,14,32.0,60,32,46,4.0
0,20182019,Norway U20,WJC-20 D1A,17177,3,3,2.0,4,2,6,4.0
0,20182019,Univ. of Denver,NCAA,20900,24,6,16.0,40,16,30,10.0
0,20192020,Univ. of Denver,NCAA,20900,22,13,16.0,36,16,35,-1.0
0,20202021,Norway,WC,17115,0,1,2.0,6,2,1,-2.0
0,20202021,Stockton Heat,AHL,186037,8,6,6.0,29,6,14,-5.0
0,20212022,Stockton Heat,AHL,186037,13,13,20.0,59,20,26,5.0
