,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Kristianstad/Osby J18,J18 Div.1,132958,3,0,4,4,4,0.0,3,,,,,,,,,,,,,,,,
0,20122013,Kristianstad/Osby J20,J20 Div.1,132969,3,1,2,16,2,0.0,4,,,,,,,,,,,,,,,,
0,20132014,Rögle BK U16 2,U16 Div.1,23936,2,1,0,1,0,,3,,,,,,,,,,,,,,,,
0,20132014,Rögle BK U16,U16 Elit,66396,19,22,24,27,24,0.0,41,,,,,,,,,,,,,,,,
0,20142015,Rögle BK J18,J18 Elit,6084,7,4,2,14,2,11.0,11,,,,,,,,,,,,,,,,
0,20142015,Rögle BK U16,U16 Elit,66396,7,9,4,8,4,0.0,16,,,,,,,,,,,,,,,,
0,20152016,Rögle BK,SHL,1119,4,1,4,19,4,-7.0,5,,,,,,,,,,,,,,,,
0,20152016,Rögle BK J20,J20 Nationell,5889,15,7,26,29,26,22.0,22,,,,,,,,,,,,,,,,
0,20152016,Rögle BK J18,J18 Region,7178,0,0,0,1,0,1.0,0,,,,,,,,,,,,,,,,
0,20152016,Rögle BK J18,J18 Nationell,7938,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20152016,Sweden U18,WJC-18,8573,5,1,0,7,0,0.0,6,,,,,,,,,,,,,,,,
0,20152016,Sweden U17,WHC-17,61300,2,3,6,6,6,,5,,,,,,,,,,,,,,,,
0,20162017,Rögle BK,SHL,1119,4,1,4,19,4,-3.0,5,,,,,,,,,,,,,,,,
0,20162017,Timrå IK,HockeyAllsvenskan,1340,1,0,4,5,4,-2.0,1,,,,,,,,,,,,,,,,
0,20162017,Rögle BK J20,J20 Nationell,5889,2,5,8,12,8,-7.0,7,,,,,,,,,,,,,,,,
0,20162017,Sweden U18,WJC-18,8573,2,0,4,7,4,-5.0,2,,,,,,,,,,,,,,,,
0,20162017,Sweden U18,Hlinka Gretzky Cup,158290,3,1,2,5,2,-1.0,4,,,,,,,,,,,,,,,,
0,20172018,Sweden U20,WJC-20,8596,1,1,4,7,4,0.0,2,,,,,,,,,,,,,,,,
0,20172018,Toronto Marlies,AHL,13377,16,1,20,44,20,12.0,17,,,,,,,,,,,,,,,,
0,20182019,Toronto Marlies,AHL,13377,12,3,18,43,18,-8.0,15,,,,,,,,,,,,,,,,
0,20182019,Newfoundland Growlers,ECHL,258575,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20192020,Toronto Maple Leafs,National Hockey League,1,1,0,2,11,2,-5.0,1,113:14,2.0,8.0,0.0,0.0,00:00,107:26,0.0,0.0,0.0,0.0,0.0,0.0,05:48,10.0,156.0
0,20192020,Toronto Marlies,AHL,13377,25,5,18,40,18,-4.0,30,,,,,,,,,,,,,,,,
0,20202021,Toronto Maple Leafs,National Hockey League,1,0,0,2,2,2,1.0,0,30:11,1.0,3.0,0.0,0.0,00:00,26:22,0.0,0.0,0.0,0.0,0.0,0.0,03:49,2.0,44.0
0,20202021,Toronto Marlies,AHL,13377,9,2,10,21,10,2.0,11,,,,,,,,,,,,,,,,
0,20212022,Toronto Maple Leafs,National Hockey League,1,18,5,14,61,14,15.0,23,1000:25,79.0,87.0,1.0,2.0,17:42,917:48,0.0,6.3,0.0,0.0,0.0,0.0,64:55,60.0,1365.0
