,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,N.J. Colonials,AYHL,1,41,18,24,37,24,59,,,,,,,,,,,,,,,,,
0,20102011,N.J. Rockets,AtJHL,1,1,0,2,5,2,1,,,,,,,,,,,,,,,,,
0,20102011,N.J. Rockets,MtJHL,2,33,13,16,36,16,46,,,,,,,,,,,,,,,,,
0,20112012,USNTDP,USHL,1,8,3,10,33,10,11,50.0,1.0,6.0,0.0,0.0,-10.0,,,,,,,,,,,
0,20112012,USNTDP,U-17,2,9,2,12,17,12,11,,,,,,,,,,,,,,,,,
0,20122013,USNTDP,USHL,1,6,3,8,26,8,9,46.0,0.0,6.5,1.0,0.0,2.0,,,,,,,,,,,
0,20122013,USNTDP,U-18,2,8,7,12,41,12,15,,,,,,,,,,,,,,,,,
0,20132014,Barrie,OHL,1,24,11,30,65,30,35,,3.0,,2.0,0.0,3.0,,,,,,,,,,,
0,20142015,Barrie,OHL,1,76,31,55,68,55,107,,16.0,,7.0,3.0,13.0,,,,,,,,,,,
0,20152016,Barrie,OHL,1,88,39,70,65,70,127,,,,,,60.0,,,,,,,,,,,
0,20152016,Barrie Colts,OHL,9368,88,39,70,65,70,127,,,,,,60.0,,,,,,,,,,,
0,20162017,San Jose Sharks,National Hockey League,1,12,8,22,55,22,20,70.0,0.0,11.43,2.0,0.0,9.0,752:19,19.0,2.0,62:39,679:09,50.0,1.0,0.0,10:31,14.0,1055.0
0,20162017,San Jose Barracuda,AHL,187427,13,6,24,19,24,19,,,,,,2.0,,,,,,,,,,,
0,20172018,San Jose Sharks,National Hockey League,1,29,11,32,77,32,40,156.0,4.0,7.05,3.0,0.0,-6.0,1105:03,31.0,17.0,171:53,931:25,31.25,1.0,0.0,01:45,23.0,1498.0
0,20172018,San Jose Barracuda,AHL,187427,3,1,2,2,2,4,,,,,,3.0,,,,,,,,,,,
0,20182019,San Jose Sharks,National Hockey League,1,39,17,36,82,36,56,130.0,2.0,13.08,4.0,0.0,-1.0,1149:37,66.0,20.0,190:31,958:07,39.13,2.0,0.0,00:59,16.0,1515.0
0,20192020,San Jose Sharks,National Hockey League,1,19,14,38,70,38,33,176.0,3.0,8.0,3.0,0.0,-33.0,1124:54,46.0,9.0,169:00,953:20,16.67,0.0,0.0,02:34,24.0,1395.0
0,20202021,San Jose Sharks,National Hockey League,1,16,12,31,55,31,28,128.0,0.0,9.4,2.0,0.0,-9.0,903:15,61.0,3.0,119:37,782:45,0.0,0.0,0.0,00:53,15.0,1097.0
0,20202021,USA,WC,17215,4,2,0,10,0,6,,,,,,6.0,,,,,,,,,,,
0,20212022,San Jose Sharks,National Hockey League,1,3,3,6,21,6,6,36.0,2.0,8.3,1.0,0.0,-4.0,279:07,28.0,4.0,39:39,239:28,0.0,0.0,0.0,00:00,9.0,369.0
