,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20072008,Melville Millionaires Bantam AA,SBAAHL,128970,8,4,35,26,35,0.0,12,,,,,,,,,,,,,,,,
0,20092010,Yorkton,SMHL,1,25,9,53,44,53,,34,,,,,,,,,,,,,,,,
0,20092010,Melville,SJHL,2,1,0,2,1,2,,1,0.0,0.0,0.0,,,,,,,,,,,,,
0,20092010,Kelowna,WHL,3,0,0,0,5,0,-4.0,0,0.0,0.0,0.0,,,,,,,,,,,,,
0,20102011,Kelowna,WHL,1,13,4,53,64,53,11.0,17,3.0,,0.0,,,,,,,,,,,,,
0,20112012,Kelowna,WHL,1,30,7,80,56,80,5.0,37,1.0,,0.0,,,,,,,,,,,,,
0,20112012,Canada,WJ18-A,2,2,0,8,7,8,7.0,2,0.0,0.0,0.0,,,,,,,,,,,,,
0,20122013,Kelowna,WHL,1,42,10,74,71,74,43.0,52,6.0,,0.0,,,,,,,,,,,,,
0,20122013,Albany,AHL,2,2,0,0,2,0,2.0,2,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,
0,20132014,Kelowna,WHL,1,46,15,63,64,63,47.0,61,5.0,,1.0,,,,,,,,,,,,,
0,20142015,New Jersey Devils,National Hockey League,1,12,5,22,51,22,-13.0,17,0.0,0.0,0.0,93.0,5.38,1120:07,19.0,7.0,106:23,960:23,0.0,0.0,0.0,53:21,34.0,1438.0
0,20152016,New Jersey Devils,National Hockey League,1,20,1,32,72,32,-8.0,21,0.0,0.0,0.0,94.0,1.06,1307:52,66.0,5.0,122:40,1163:25,0.0,0.0,0.0,21:47,41.0,1663.0
0,20152016,Albany,AHL,2,1,0,9,3,9,3.0,1,0.0,0.0,0.0,10.0,0.0,,,,,,,,,,,
0,20152016,Albany Devils,AHL,70157,1,0,9,3,9,3.0,1,,,,,,,,,,,,,,,,
0,20162017,New Jersey Devils,National Hockey League,1,28,3,58,80,58,-31.0,31,0.0,1.0,0.0,125.0,2.4,1628:11,79.0,13.0,181:27,1421:30,0.0,0.0,0.0,25:14,73.0,2091.0
0,20172018,New Jersey Devils,National Hockey League,1,15,9,42,76,42,-8.0,24,0.0,2.0,0.0,121.0,7.44,1495:40,107.0,4.0,124:24,1342:30,0.0,0.0,0.0,28:46,62.0,1904.0
0,20182019,New Jersey Devils,National Hockey League,1,28,11,58,82,58,-27.0,39,3.0,0.0,0.0,146.0,7.53,1807:31,83.0,12.0,201:51,1483:03,0.0,0.0,1.0,122:37,87.0,2155.0
0,20182019,Canada,WC,17155,5,1,16,10,16,9.0,6,,,,,,,,,,,,,,,,
0,20192020,New Jersey Devils,National Hockey League,1,23,8,52,69,52,-20.0,31,3.0,2.0,0.0,114.0,7.0,1584:26,81.0,10.0,137:22,1277:50,0.0,0.0,0.0,169:14,97.0,1924.0
0,20202021,New Jersey Devils,National Hockey League,1,18,3,29,56,29,-8.0,21,0.0,0.0,0.0,91.0,3.3,1259:08,57.0,4.0,103:02,1041:38,0.0,0.0,1.0,114:28,50.0,1455.0
0,20212022,New Jersey Devils,National Hockey League,1,35,11,57,80,57,-14.0,46,5.0,0.0,0.0,158.0,7.0,1888:23,91.0,16.0,186:35,1497:42,0.0,0.0,1.0,204:06,92.0,2121.0
0,20212022,Canada,WC,17155,6,2,4,10,4,9.0,8,,,,,,,,,,,,,,,,
