,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Maple Grove High,USHS-MN,98252,18,6,8,25,8,7.0,24,,,,,,,,,,,,,,,,
0,20112012,Green Bay Gamblers,USHL,9088,0,2,0,6,0,8.0,2,,,,,,,,,,,,,,,,
0,20112012,Team Northwest,UMHSEHL,63728,10,6,22,19,22,,16,,,,,,,,,,,,,,,,
0,20112012,Maple Grove High,USHS-MN,98252,24,15,27,25,27,1.0,39,,,,,,,,,,,,,,,,
0,20122013,Green Bay Gamblers,USHL,9088,24,7,12,64,12,-7.0,31,,,,,,,,,,,,,,,,
0,20132014,Green Bay Gamblers,USHL,9088,23,2,31,50,31,-5.0,25,,,,,,,,,,,,,,,,
0,20142015,Univ. of Notre Dame,NCAA,15610,21,7,14,42,14,8.0,28,,,,,,,,,,,,,,,,
0,20152016,Univ. of Notre Dame,NCAA,16100,22,9,30,37,30,15.0,31,,,,,,,,,,,,,,,,
0,20162017,Univ. of Notre Dame,NCAA,16100,22,10,12,40,12,10.0,32,,,,,,,,,,,,,,,,
0,20172018,Univ. of Notre Dame,NCAA,16100,20,10,26,40,26,11.0,30,,,,,,,,,,,,,,,,
0,20172018,Tucson Roadrunners,AHL,218897,2,0,0,1,0,1.0,2,,,,,,,,,,,,,,,,
0,20182019,Tucson Roadrunners,AHL,218897,20,5,28,61,28,-5.0,25,,,,,,,,,,,,,,,,
0,20192020,Arizona Coyotes,National Hockey League,1,1,0,0,2,0,2.0,1,32:21,3.0,0.0,0.0,0.0,00:00,31:17,0.0,0.0,0.0,0.0,0.0,0.0,01:04,1.0,45.0
0,20192020,Tucson Roadrunners,AHL,218897,17,10,14,56,14,9.0,27,,,,,,,,,,,,,,,,
0,20202021,Arizona Coyotes,National Hockey League,1,3,0,2,7,2,-3.0,3,92:19,10.0,6.0,0.0,0.0,00:18,91:56,0.0,0.0,0.0,0.0,0.0,0.0,00:05,8.0,125.0
0,20212022,Colorado Avalanche,National Hockey League,1,0,0,4,1,4,0.0,0,08:19,0.0,1.0,0.0,0.0,00:00,08:19,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,12.0
0,20212022,Colorado Eagles,AHL,8957,55,10,44,61,44,20.0,65,,,,,,,,,,,,,,,,
