,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Saskatoon Blazers,SMHL,47011,21,14,20,38,20,0,35,,,,,,,,,,,,,,,,
0,20132014,Seattle Thunderbirds,WHL,8666,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,
0,20142015,Seattle Thunderbirds,WHL,8666,12,8,17,63,17,-7,20,,,,,,,,,,,,,,,,
0,20152016,Swift Current Broncos,WHL,9491,20,14,29,37,29,-15,34,,,,,,,,,,,,,,,,
0,20152016,Red Deer Rebels,WHL,9631,15,6,19,35,19,12,21,,,,,,,,,,,,,,,,
0,20162017,Swift Current Broncos,WHL,9491,40,25,39,62,39,9,65,,,,,,,,,,,,,,,,
0,20172018,Tucson Roadrunners,AHL,218897,14,12,18,63,18,3,26,,,,,,,,,,,,,,,,
0,20182019,Tucson Roadrunners,AHL,218897,24,23,36,67,36,-10,47,,,,,,,,,,,,,,,,
0,20192020,Tucson Roadrunners,AHL,218897,18,16,40,37,40,2,34,,,,,,,,,,,,,,,,
0,20202021,Arizona Coyotes,National Hockey League,1,2,1,2,15,2,-2,3,166:09,15.0,39.0,0.0,1.0,16:21,149:48,50.0,6.7,0.0,0.0,0.0,0.0,00:00,2.0,230.0
0,20202021,Tucson Roadrunners,AHL,218897,10,7,6,16,6,-1,17,,,,,,,,,,,,,,,,
0,20212022,San Jose Sharks,National Hockey League,1,2,0,10,29,10,-16,2,305:02,24.0,54.0,0.0,0.0,17:05,285:57,43.75,0.0,0.0,0.0,0.0,0.0,02:00,10.0,418.0
0,20212022,San Jose Barracuda,AHL,187427,9,9,8,22,8,-12,18,,,,,,,,,,,,,,,,
