,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20052006,HC Plzen U18,Czech U18,40682,5,2,18,45,18,-2,7,,,,,,,,,,,,,,,,
0,20062007,HC Plzen U20,Czech U20,34043,1,1,0,1,0,2,2,,,,,,,,,,,,,,,,
0,20062007,HC Plzen U18,Czech U18,40682,21,6,32,40,32,9,27,,,,,,,,,,,,,,,,
0,20072008,HC Plzen U20,Czech U20,34043,15,3,16,43,16,26,18,,,,,,,,,,,,,,,,
0,20072008,Czech Republic U18,WJC-18 D1,10090480,0,0,0,5,0,6,0,,,,,,,,,,,,,,,,
0,20082009,Piráti Chomutov,Czech2,6913,0,0,0,2,0,1,0,,,,,,,,,,,,,,,,
0,20082009,IHC Kralove Pisek,Czech3,12518,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,
0,20082009,SK Kadan,Czech2,14303,0,0,0,2,0,-1,0,,,,,,,,,,,,,,,,
0,20082009,Pirati Chomutov U20,Czech U20,40753,19,4,26,38,26,4,23,,,,,,,,,,,,,,,,
0,20092010,SK Kadan,Czech2,14303,4,1,0,18,0,3,5,,,,,,,,,,,,,,,,
0,20092010,HC Klasterec nad Ohri,Czech3,27678,1,0,0,3,0,0,1,,,,,,,,,,,,,,,,
0,20092010,Pirati Chomutov U20,Czech U20,40753,6,5,14,21,14,2,11,,,,,,,,,,,,,,,,
0,20102011,Piráti Chomutov,Czech2,6913,0,0,10,24,10,2,0,,,,,,,,,,,,,,,,
0,20102011,Pirati Chomutov U20,Czech U20,40753,21,14,40,44,40,39,35,,,,,,,,,,,,,,,,
0,20112012,Piráti Chomutov,Czech2,6913,6,2,16,48,16,18,8,,,,,,,,,,,,,,,,
0,20122013,Piráti Chomutov,Czech,6801,3,1,18,37,18,-5,4,,,,,,,,,,,,,,,,
0,20122013,SK Kadan,Czech2,14303,3,0,0,7,0,2,3,,,,,,,,,,,,,,,,
0,20132014,Piráti Chomutov,Czech,6801,2,1,4,17,4,-10,3,,,,,,,,,,,,,,,,
0,20132014,SK Kadan,Czech2,14303,3,1,8,18,8,-6,4,,,,,,,,,,,,,,,,
0,20142015,Piráti Chomutov,Czech2,6913,16,11,28,50,28,17,27,,,,,,,,,,,,,,,,
0,20152016,Pirati Chomutov,Czech,6936,11,10,22,44,22,7,21,,,,,,,,,,,,,,,,
0,20152016,Czechia,EHT,68526,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,
0,20162017,Pirati Chomutov,Czech,6936,24,8,30,46,30,-3,32,,,,,,,,,,,,,,,,
0,20162017,Czechia,WC,17015,0,1,0,8,0,-3,1,,,,,,,,,,,,,,,,
0,20162017,Czechia,EHT,68526,2,2,0,11,0,-3,4,,,,,,,,,,,,,,,,
0,20172018,Chicago Blackhawks,National Hockey League,1,14,6,24,57,24,-1,20,1097:30,71.0,24.0,2.0,4.0,23:49,945:35,0.0,8.45,1.0,0.0,0.0,1.0,128:06,64.0,1558.0
0,20182019,Chicago Blackhawks,National Hockey League,1,4,2,12,23,12,0,6,374:48,22.0,18.0,0.0,0.0,01:18,339:05,0.0,9.09,0.0,0.0,0.0,0.0,34:25,21.0,513.0
0,20182019,Tampa Bay Lightning,National Hockey League,2,2,0,4,14,4,4,2,202:07,20.0,6.0,0.0,0.0,00:07,196:07,0.0,0.0,0.0,0.0,0.0,0.0,05:53,9.0,274.0
0,20182019,Syracuse Crunch,AHL,1057,5,3,10,18,10,15,8,,,,,,,,,,,,,,,,
0,20182019,Rockford IceHogs,AHL,8267,3,1,2,8,2,-2,4,,,,,,,,,,,,,,,,
0,20182019,Czechia,WC,17015,2,1,4,10,4,8,3,,,,,,,,,,,,,,,,
0,20182019,Czechia,EHT,68526,1,0,0,3,0,1,1,,,,,,,,,,,,,,,,
0,20192020,Tampa Bay Lightning,National Hockey League,1,6,1,14,33,14,6,7,512:53,43.0,19.0,0.0,0.0,01:22,457:34,0.0,2.3,0.0,0.0,0.0,0.0,53:57,21.0,653.0
0,20202021,Tampa Bay Lightning,National Hockey League,1,8,0,22,35,22,12,8,561:08,46.0,30.0,0.0,0.0,01:55,508:21,0.0,0.0,0.0,0.0,0.0,2.0,50:52,32.0,736.0
0,20212022,Tampa Bay Lightning,National Hockey League,1,15,3,47,76,47,25,18,1245:26,86.0,93.0,0.0,0.0,01:54,1154:00,0.0,3.5,0.0,0.0,0.0,0.0,89:32,71.0,1560.0
