,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Trois-Lacs Eagles Bantam AA,LSLBAA,10163864,2,4,10,28,10,0.0,6,,,,,,,,,,,,,,,,
0,20122013,Saint-Eustache,QAAA,1,17,9,58,38,58,,26,,,,,,,,,,,,,,,,
0,20132014,Baie-Comeau,QMJHL,1,19,6,47,54,47,15.0,25,88.0,5.0,6.8,1.0,0.0,,,,,,,,,,,
0,20142015,Baie-Comeau,QMJHL,1,24,10,99,44,99,-3.0,34,141.0,4.0,7.1,2.0,2.0,,,,,,,,,,,
0,20152016,Baie-Comeau,QMJHL,1,8,8,54,25,54,-12.0,16,,4.0,,1.0,0.0,,,,,,,,,,,
0,20152016,Gatineau,QMJHL,2,12,5,38,28,38,10.0,17,,0.0,,3.0,1.0,,,,,,,,,,,
0,20152016,Baie-Comeau Drakkar,QMJHL,9580,8,8,54,25,54,-12.0,16,,,,,,,,,,,,,,,,
0,20152016,Gatineau Olympiques,QMJHL,18240,12,5,38,28,38,10.0,17,,,,,,,,,,,,,,,,
0,20162017,Gatineau Olympiques,QMJHL,18240,14,7,38,26,38,0.0,21,,,,,,,,,,,,,,,,
0,20162017,Charlottetown Islanders,QMJHL,46620,17,9,35,35,35,33.0,26,,,,,,,,,,,,,,,,
0,20172018,San Antonio Rampage,AHL,8497,12,5,59,58,59,-16.0,17,,,,,,,,,,,,,,,,
0,20172018,Colorado Eagles,ECHL,9145,0,1,0,5,0,-2.0,1,,,,,,,,,,,,,,,,
0,20182019,Colorado Eagles,AHL,8957,15,6,53,55,53,-3.0,21,,,,,,,,,,,,,,,,
0,20192020,San Jose Barracuda,AHL,187427,7,0,34,41,34,1.0,7,,,,,,,,,,,,,,,,
0,20202021,San Jose Sharks,National Hockey League,1,1,0,0,7,0,1.0,1,6.0,0.0,0.0,0.0,0.0,67:08,5.0,0.0,00:00,64:57,0.0,0.0,0.0,02:11,6.0,101.0
0,20202021,San Jose Barracuda,AHL,187427,9,0,28,29,28,8.0,9,,,,,,,,,,,,,,,,
0,20212022,San Jose Sharks,National Hockey League,1,5,2,39,50,39,-17.0,7,36.0,0.0,5.6,1.0,0.0,843:47,158.0,0.0,05:48,788:08,0.0,0.0,1.0,49:51,54.0,1214.0
0,20212022,San Jose Barracuda,AHL,187427,0,1,14,10,14,-9.0,1,,,,,,,,,,,,,,,,
