,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Sweden Selects U13,WSI U13,206617,1,0,0.0,7,0,1,
0,20172018,Sweden Selects U14,WSI U14,206468,7,4,,9,,11,
0,20172018,Södertälje SK U16 2,U16 Div.1,248104,1,1,0.0,2,0,2,
0,20182019,Södermanland,TV-Pucken,11076,1,1,0.0,6,0,2,
0,20182019,Södertälje SK U16,U16 Div.1,44024,18,10,6.0,23,6,28,
0,20182019,Sweden Selects U15,WSI U15,206350,3,3,0.0,5,0,6,
0,20182019,Södertälje SK U16 3,U16 Div.2,272495,2,3,0.0,1,0,5,
0,20192020,Djurgårdens IF J18,J18 Region,7088,7,2,10.0,15,10,9,2.0
0,20192020,Djurgårdens IF J18,J18 Nationell,7848,5,5,4.0,13,4,10,5.0
0,20192020,Södermanland,TV-Pucken,11076,9,7,2.0,8,2,16,
0,20192020,Djurgårdens IF U16,U16 Div.1,27324,4,1,0.0,3,0,5,
0,20192020,Djurgårdens IF U16,U16 SM,27327,9,1,0.0,3,0,10,
0,20202021,Djurgårdens IF J18,J18 Region,7088,5,2,0.0,4,0,7,10.0
0,20202021,Djurgårdens IF J20,J20 Nationell,7229,8,7,0.0,10,0,15,10.0
0,20202021,Sweden U18,WJC-18,8573,1,1,0.0,5,0,2,5.0
0,20212022,Djurgårdens IF,SHL,829,0,0,0.0,11,0,0,-2.0
0,20212022,Djurgårdens IF J20,J20 Nationell,7229,33,9,6.0,32,6,42,30.0
0,20212022,Djurgårdens IF J18,J18 Nationell,7848,2,0,0.0,1,0,2,-1.0
0,20212022,Sweden U18,WJC-18,8573,6,4,6.0,6,6,10,3.0
0,20212022,Sweden U18,Hlinka Gretzky Cup,158290,2,0,2.0,5,2,2,-3.0
