,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,York Simcoe,Minor-ON,1,6,2,12,17,12,8,,,,,,,,,,,,,,,,,
0,20112012,York Simcoe,Other,2,1,0,0,2,0,1,,,,,,,,,,,,,,,,,
0,20122013,Newmarket,ON-Jr.A,1,14,1,24,53,24,15,,,,,,,,,,,,,,,,,
0,20132014,Erie,OHL,1,25,3,45,67,45,28,1.0,1.0,0.0,35.0,,,,,,,,,,,,,
0,20142015,Erie,OHL,1,37,8,53,61,53,45,4.0,1.0,0.0,23.0,,,,,,,,,,,,,
0,20152016,Erie,OHL,1,37,6,65,51,65,43,,,,36.0,,,,,,,,,,,,,
0,20152016,Canada,WJC-A,2,2,0,2,5,2,2,0.0,0.0,0.0,-2.0,9.0,0.0,,,,,,,,,,,
0,20152016,Erie Otters,OHL,9398,37,6,65,51,65,43,,,,36.0,,,,,,,,,,,,,
0,20152016,Canada U20,WJC-20,17216,2,0,2,5,2,2,,,,-2.0,,,,,,,,,,,,,
0,20162017,Toronto Marlies,AHL,13377,19,5,60,59,60,24,,,,9.0,,,,,,,,,,,,,
0,20172018,Toronto Maple Leafs,National Hockey League,1,12,1,8,37,8,13,0.0,0.0,0.0,16.0,54.0,1.85,591:47,48.0,0.0,03:19,574:11,0.0,0.0,0.0,14:17,36.0,821.0
0,20172018,Toronto Marlies,AHL,13377,16,2,34,28,34,18,,,,15.0,,,,,,,,,,,,,
0,20182019,Toronto Maple Leafs,National Hockey League,1,13,4,22,64,22,17,0.0,0.0,0.0,-5.0,98.0,4.08,1107:38,100.0,0.0,08:24,1031:51,0.0,0.0,0.0,67:23,57.0,1453.0
0,20192020,Toronto Maple Leafs,National Hockey League,1,7,4,37,56,37,11,0.0,1.0,0.0,14.0,65.0,6.2,969:17,76.0,0.0,02:41,902:11,0.0,0.0,0.0,64:25,58.0,1231.0
0,20202021,Toronto Maple Leafs,National Hockey League,1,4,2,19,51,19,6,0.0,0.0,0.0,-1.0,36.0,5.6,674:26,44.0,0.0,00:42,651:43,0.0,0.0,0.0,22:01,35.0,944.0
0,20212022,Toronto Maple Leafs,National Hockey League,1,4,1,14,43,14,5,0.0,1.0,0.0,4.0,37.0,2.7,632:55,43.0,0.0,01:06,612:48,0.0,0.0,0.0,19:01,28.0,859.0
0,20212022,Vancouver Canucks,National Hockey League,2,1,1,0,17,0,2,0.0,0.0,0.0,5.0,9.0,11.1,287:12,12.0,0.0,00:28,269:51,0.0,0.0,0.0,16:53,18.0,396.0
