,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20082009,Montréal Ice Storm,Brick Invitational,128796,1,0,0,5,0,1,
0,20122013,Lakeshore Panthers Bantam AA,LSLBAA,10163924,17,19,8,28,8,36,0.0
0,20132014,Lac St-Louis Tigres Espoir,QMEAA,136586,1,2,2,7,2,3,0.0
0,20142015,Lac St-Louis Lions,QMAAA,37693,26,25,28,42,28,51,9.0
0,20152016,Halifax Mooseheads,QMJHL,9610,17,12,20,63,20,29,-18.0
0,20152016,Canada Black U17,WHC-17,163780,2,2,2,5,2,4,
0,20152016,Team Blue,U17-Dev,178219,2,3,2,3,2,5,
0,20162017,Halifax Mooseheads,QMJHL,9610,26,15,70,64,70,41,-6.0
0,20172018,Halifax Mooseheads,QMJHL,9610,33,20,56,67,56,53,1.0
0,20182019,Halifax Mooseheads,M-Cup,9351,2,1,2,4,2,3,1.0
0,20182019,Halifax Mooseheads,QMJHL,9610,35,38,46,68,46,73,29.0
0,20192020,Bridgeport Islanders,AHL,827,3,5,12,21,12,8,-2.0
0,20192020,Worcester Railers,ECHL,217515,3,5,4,15,4,8,-7.0
0,20202021,Bridgeport Islanders,AHL,827,4,4,8,14,8,8,1.0
0,20212022,Bridgeport Islanders,AHL,827,22,15,30,64,30,37,-3.0
