,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Calgary Flames U15 AAA,AEHL U15,150689,10,10,22,33,22,20,
0,20152016,NWCAA Stampeders U16 AAA,AEHL U16,90860,0,0,0,1,0,0,
0,20152016,Calgary Flames U15 AAA,AEHL U15,150689,14,17,35,33,35,31,
0,20162017,Okotoks Oilers,AJHL,22302,0,0,0,2,0,0,
0,20162017,Calgary Flames U18 AAA,AEHL U18,37831,7,13,66,31,66,20,
0,20162017,Team Alberta,WCCC-16,113323,1,2,0,4,0,3,
0,20172018,Okotoks Oilers,AJHL,22302,16,11,16,28,16,27,
0,20172018,Canada West U19,WJAC-19,87372,1,2,2,5,2,3,
0,20172018,Canada Red U17,WHC-17,163770,0,1,0,6,0,1,
0,20182019,Canada U18,WJC-18,17193,2,2,10,7,10,4,3.0
0,20182019,Okotoks Oilers,AJHL,22302,48,40,56,53,56,88,
0,20182019,Canada West U19,WJAC-19,87372,3,2,8,6,8,5,
0,20182019,Canada U18,Hlinka Gretzky Cup,144760,2,1,2,5,2,3,
0,20192020,Univ. of Wisconsin,NCAA,5080,9,8,49,35,49,17,-3.0
0,20202021,Univ. of Wisconsin,NCAA,5080,24,11,19,23,19,35,10.0
0,20202021,Canada U20,WJC-20,17216,1,1,2,6,2,2,7.0
0,20212022,Bakersfield Condors,AHL,7257,14,8,16,33,16,22,-4.0
