,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Honeybaked Bantam Minor AAA,HPMBHL,148516,6,6,0.0,17,0,12,,,,,,,,,,,,,,,,,
0,20142015,Cranbrook Kingswood School,USHS-MI,70515,9,3,8.0,30,8,12,,,,,,,,,,,,,,,,,
0,20142015,Compuware Bantam Major AAA,HPBHL,143935,0,1,6.0,6,6,1,,,,,,,,,,,,,,,,,
0,20152016,Cranbrook Kingswood School,USHS-MI,70937,16,3,6.0,24,6,19,,,,,,,,,,,,,,,,,
0,20152016,MDHL Orange,MDHL,172904,3,2,0.0,4,0,5,,,,,,,,,,,,,,,,,
0,20152016,Team Kelly,USA-S15,178073,0,0,,5,,0,,,,,,,,,,,,,,,,,
0,20162017,Chicago Steel,USHL,9906,4,1,8.0,53,8,5,6.0,,,,,,,,,,,,,,,,
0,20162017,Team White,USA-S16,177964,2,0,,5,,2,,,,,,,,,,,,,,,,,
0,20172018,London Knights,OHL,2778,18,7,22.0,67,22,25,23.0,,,,,,,,,,,,,,,,
0,20182019,London Knights,OHL,2778,28,11,41.0,66,41,39,32.0,,,,,,,,,,,,,,,,
0,20192020,London Knights,OHL,2778,33,27,55.0,56,55,60,39.0,,,,,,,,,,,,,,,,
0,20202021,Chicago Blackhawks,National Hockey League,1,0,0,0.0,3,0,0,-1.0,37:08,1.0,3.0,0.0,0.0,01:37,35:31,0.0,0.0,0.0,0.0,0.0,0.0,00:00,3.0,43.0
0,20202021,Rockford IceHogs,AHL,8267,1,3,12.0,16,12,4,-1.0,,,,,,,,,,,,,,,,
0,20212022,Chicago Blackhawks,National Hockey League,1,0,1,12.0,15,12,1,-1.0,268:11,18.0,21.0,0.0,0.0,12:32,237:50,0.0,5.6,0.0,0.0,0.0,0.0,17:49,21.0,348.0
0,20212022,Rockford IceHogs,AHL,8267,22,4,37.0,41,37,26,6.0,,,,,,,,,,,,,,,,
