,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Mille-Îles Seigneurs U15 AAA,QBAAA,153046,7,12,23,27,23,19,,,,,,,,,,,,,,,,,
0,20152016,Mille-Îles Seigneurs M17 Espoir,QM17E,126121,0,0,0,2,0,0,,,,,,,,,,,,,,,,,
0,20152016,Mille-Îles Seigneurs M15 AAA,QM15AAA,154227,34,35,39,26,39,69,,,,,,,,,,,,,,,,,
0,20162017,Saint-Eustache Vikings,QM18AAA,55264,50,33,34,36,34,83,34.0,,,,,,,,,,,,,,,,
0,20162017,Team Québec Blue,QGC-16,154185,2,2,0,5,0,4,,,,,,,,,,,,,,,,,
0,20172018,Rimouski Océanic,QMJHL,9650,38,42,54,60,54,80,35.0,,,,,,,,,,,,,,,,
0,20172018,Canada U18,WJC-18,17193,2,4,2,5,2,6,3.0,,,,,,,,,,,,,,,,
0,20172018,Canada Red U17,WHC-17,163770,3,3,0,6,0,6,,,,,,,,,,,,,,,,,
0,20172018,Team Green,U17-Dev,178259,0,0,2,3,2,0,,,,,,,,,,,,,,,,,
0,20182019,Rimouski Océanic,QMJHL,9650,68,37,72,61,72,105,52.0,,,,,,,,,,,,,,,,
0,20182019,Canada U20,WJC-20,17216,0,1,2,5,2,1,3.0,,,,,,,,,,,,,,,,
0,20182019,Canada U18,Hlinka Gretzky Cup,144760,6,5,2,5,2,11,,,,,,,,,,,,,,,,,
0,20192020,Rimouski Océanic,QMJHL,9650,77,35,50,52,50,112,41.0,,,,,,,,,,,,,,,,
0,20192020,Canada U20,WJC-20,17216,6,4,4,5,4,10,3.0,,,,,,,,,,,,,,,,
0,20202021,New York Rangers,National Hockey League,1,9,12,8,56,8,21,-7.0,777:25,67.0,43.0,0.0,0.0,71:37,705:26,41.94,17.9,4.0,1.0,0.0,0.0,00:22,11.0,1020.0
0,20212022,New York Rangers,National Hockey League,1,12,19,37,79,37,31,2.0,1105:18,110.0,108.0,0.0,2.0,93:26,1008:34,29.17,17.3,4.0,0.0,0.0,0.0,03:18,26.0,1377.0
