,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Frölunda HC U16,U16 SM,43301,3,0,6,8,6,0.0,3,,,,,,,,,,,,,,,,
0,20102011,Frolunda U18,Swe-U18,1,1,2,8,12,8,,3,,,,,,,,,,,,,,,,
0,20112012,Frolunda U18,Swe-U18,1,19,13,28,38,28,,32,,,,,,,,,,,,,,,,
0,20122013,Frolunda U18,Swe-U18,1,2,5,14,8,14,,7,,,,,,,,,,,,,,,,
0,20122013,Sweden,WJ18-A,2,0,1,0,5,0,1.0,1,5.0,0.0,20.0,1.0,0.0,,,,,,,,,,,
0,20122013,Frolunda Jr.,Swe-Jr.,3,10,17,80,43,80,,27,,,,,,,,,,,,,,,,
0,20132014,Frolunda Jr.,Swe-Jr.,1,14,11,20,27,20,,25,,,,,,,,,,,,,,,,
0,20132014,Karlskrona,Sweden-2,2,1,1,6,11,6,,2,,,,,,,,,,,,,,,,
0,20132014,Frolunda,Sweden,3,5,0,2,24,2,,5,,,,,,,,,,,,,,,,
0,20142015,Frolunda Jr.,Swe-Jr.,1,1,1,2,1,2,,2,,,,,,,,,,,,,,,,
0,20142015,Frolunda,Sweden,2,0,5,26,48,26,,5,,,,,,,,,,,,,,,,
0,20142015,Sweden,WJC-A,3,2,1,4,7,4,1.0,3,9.0,0.0,,1.0,0.0,,,,,,,,,,,
0,20152016,Providence,AHL,1,4,10,48,65,48,-4.0,14,108.0,1.0,9.3,2.0,1.0,,,,,,,,,,,
0,20152016,Providence Bruins,AHL,897,4,10,48,65,48,-4.0,14,,,,,,,,,,,,,,,,
0,20162017,Boston Bruins,National Hockey League,1,1,1,7,19,7,-2.0,2,26.0,0.0,3.85,0.0,0.0,166:46,41.0,0.0,00:30,161:17,0.0,0.0,0.0,04:59,4.0,237.0
0,20162017,Providence Bruins,AHL,897,6,10,41,53,41,6.0,16,,,,,,,,,,,,,,,,
0,20172018,Boston Bruins,National Hockey League,1,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,10:23,3.0,0.0,00:00,10:23,0.0,0.0,0.0,00:00,0.0,12.0
0,20172018,Providence Bruins,AHL,897,15,11,36,71,36,9.0,26,,,,,,,,,,,,,,,,
0,20182019,Boston Bruins,National Hockey League,1,0,0,0,1,0,0.0,0,0.0,0.0,0.0,0.0,0.0,13:46,6.0,0.0,00:00,12:20,0.0,0.0,0.0,01:26,1.0,19.0
0,20182019,Providence Bruins,AHL,897,13,10,94,74,94,16.0,23,,,,,,,,,,,,,,,,
0,20192020,Boston Bruins,National Hockey League,1,0,0,0,7,0,-1.0,0,9.0,0.0,0.0,0.0,0.0,80:37,20.0,0.0,00:00,70:51,0.0,0.0,0.0,09:46,5.0,117.0
0,20192020,Providence Bruins,AHL,897,0,2,14,4,14,0.0,2,,,,,,,,,,,,,,,,
0,20202021,Boston Bruins,National Hockey League,1,0,1,6,10,6,-5.0,1,10.0,0.0,10.0,0.0,0.0,107:44,25.0,0.0,00:00,95:22,0.0,0.0,0.0,12:22,4.0,156.0
0,20202021,Providence Bruins,AHL,897,4,3,14,11,14,4.0,7,,,,,,,,,,,,,,,,
0,20212022,Boston Bruins,National Hockey League,1,7,2,24,32,24,-3.0,9,28.0,0.0,7.1,0.0,0.0,343:13,82.0,0.0,00:18,315:09,0.0,0.0,0.0,27:46,17.0,501.0
