,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,CBHA Rangers Minor Midget AAA,AMMHL,89604,16,22,20,32,20,38,,,,,,,,,,,,,,,,,
0,20112012,Calgary Buffaloes Midget AAA,AMHL,36637,0,1,0,5,0,1,,,,,,,,,,,,,,,,,
0,20112012,CBHA Rangers Midget AA,HCMAA,107458,13,34,28,24,28,47,,,,,,,,,,,,,,,,,
0,20122013,Okotoks Oilers,AJHL,22371,0,1,0,3,0,1,,,,,,,,,,,,,,,,,
0,20122013,Calgary Buffaloes Midget AAA,AMHL,36637,18,20,28,33,28,38,,,,,,,,,,,,,,,,,
0,20132014,Nanaimo Clippers,BCHL,20852,28,22,30,58,30,50,,,,,,,,,,,,,,,,,
0,20142015,Nanaimo Clippers,BCHL,20852,24,29,52,53,52,53,,,,,,,,,,,,,,,,,
0,20152016,Nanaimo Clippers,BCHL,20814,51,59,88,56,88,110,0.0,,,,,,,,,,,,,,,,
0,20162017,Clarkson Univ.,NCAA,7410,12,11,14,39,14,23,0.0,,,,,,,,,,,,,,,,
0,20172018,Clarkson Univ.,NCAA,7410,23,23,34,39,34,46,19.0,,,,,,,,,,,,,,,,
0,20182019,Los Angeles Kings,National Hockey League,1,0,0,0,7,0,0,-1.0,61:10,3.0,0.0,0.0,0.0,00:02,61:08,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,85.0
0,20182019,Ontario Reign,AHL,26957,25,15,25,59,25,40,-28.0,,,,,,,,,,,,,,,,
0,20192020,Ontario Reign,AHL,26957,17,4,44,56,44,21,-10.0,,,,,,,,,,,,,,,,
0,20202021,Carolina Hurricanes,National Hockey League,1,0,0,0,3,0,0,0.0,24:53,3.0,0.0,0.0,0.0,00:00,24:41,0.0,0.0,0.0,0.0,0.0,0.0,00:12,3.0,36.0
0,20202021,Chicago Wolves,AHL,957,10,4,6,25,6,14,2.0,,,,,,,,,,,,,,,,
0,20212022,Vancouver Canucks,National Hockey League,1,0,0,0,1,0,0,-1.0,09:11,2.0,0.0,0.0,0.0,00:00,09:11,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,9.0
0,20212022,Abbotsford Canucks,AHL,33767,36,33,46,55,46,69,6.0,,,,,,,,,,,,,,,,
