,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Tor. Marlboros,GTHL,1,44,25,16,80,16,69,,,,,,,,,,,,,,,,,
0,20102011,St. Michael's,ON-Jr.A,1,22,17,18,49,18,39,5.0,4.0,0.0,,,,,,,,,,,,,,
0,20112012,Erie,OHL,1,28,25,14,68,14,53,12.0,,1.0,-72.0,,,,,,,,,,,,,
0,20122013,Erie,OHL,1,41,28,39,63,39,69,15.0,3.0,1.0,-11.0,,,,,,,,,,,,,
0,20132014,Erie,OHL,1,83,45,22,68,22,128,20.0,6.0,4.0,44.0,,,,,,,,,,,,,
0,20142015,Toronto,AHL,1,40,21,10,76,10,61,3.0,7.0,0.0,24.0,131.0,16.0,,,,,,,,,,,
0,20152016,Toronto Maple Leafs,National Hockey League,1,5,1,0,7,0,6,1.0,0.0,0.0,-2.0,11.0,9.09,104:48,1.0,4.0,24:03,77:28,0.0,0.0,1.0,03:17,2.0,141.0
0,20152016,Toronto,AHL,2,18,11,8,34,8,29,3.0,0.0,1.0,10.0,75.0,14.7,,,,,,,,,,,
0,20152016,Toronto Marlies,AHL,13377,18,11,8,34,8,29,,,,10.0,,,,,,,,,,,,,
0,20162017,Toronto Maple Leafs,National Hockey League,1,16,20,10,82,10,36,2.0,4.0,1.0,3.0,139.0,14.39,1328:53,50.0,6.0,101:00,1064:14,25.0,0.0,1.0,163:39,46.0,1940.0
0,20172018,Toronto Maple Leafs,National Hockey League,1,14,14,18,82,18,28,1.0,2.0,1.0,0.0,119.0,11.76,1231:06,23.0,2.0,95:47,985:11,38.82,0.0,1.0,150:08,28.0,1790.0
0,20182019,Toronto Maple Leafs,National Hockey League,1,21,8,16,82,16,29,0.0,0.0,0.0,11.0,85.0,9.41,1130:57,35.0,1.0,20:06,950:12,39.22,0.0,3.0,160:39,37.0,1632.0
0,20192020,Ottawa Senators,National Hockey League,1,27,16,24,71,24,43,3.0,1.0,0.0,-6.0,173.0,9.2,1428:09,39.0,4.0,118:24,1124:38,42.65,0.0,2.0,185:07,35.0,1922.0
0,20202021,Ottawa Senators,National Hockey League,1,14,21,12,56,12,35,1.0,1.0,5.0,1.0,123.0,17.1,1021:34,22.0,4.0,76:26,781:28,44.44,0.0,5.0,163:40,30.0,1333.0
0,20202021,Canada,WC,17155,14,2,2,10,2,16,,,,8.0,,,,,,,,,,,,,
0,20212022,Ottawa Senators,National Hockey League,1,29,10,10,64,10,39,0.0,0.0,1.0,-15.0,121.0,8.3,1283:38,14.0,9.0,132:34,982:35,36.09,0.0,4.0,168:29,37.0,1570.0
