,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,TPS U16,U16 SM-sarja,81303,0,0,0,1,0,0,
0,20172018,TPS U18,U18 SM-sarja,25911,0,0,0,2,0,0,
0,20172018,TPS U16,U16 SM-sarja,81303,8,8,8,16,8,16,
0,20182019,TPS U20,U20 SM-sarja,20200,1,0,0,4,0,1,1.0
0,20182019,TPS U18,U18 SM-sarja,25911,13,7,34,41,34,20,
0,20182019,Finland U17,EYOF,60517,2,0,4,3,4,2,3.0
0,20182019,Finland U17,WHC-17,61280,0,0,2,6,2,0,
0,20192020,TPS,Liiga,969,3,0,8,29,8,3,-7.0
0,20192020,TPS,Spengler Cup,1315,0,0,0,3,0,0,-1.0
0,20192020,TPS U20,U20 SM-sarja,20200,5,1,14,15,14,6,3.0
0,20192020,Finland U18,Hlinka Gretzky Cup,158280,0,0,0,3,0,0,0.0
0,20202021,TPS,Liiga,969,10,4,24,53,24,14,12.0
0,20202021,Finland U20,WJC-20,17116,2,0,4,7,4,2,7.0
0,20212022,TPS,Champions HL,592,1,0,0,6,0,1,-3.0
0,20212022,TPS,Liiga,969,4,3,55,52,55,7,9.0
0,20212022,Finland U20,WJC-20,17116,1,0,4,7,4,1,1.0
