,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Dallas Stars  U16,Midget,98471,0,0,0,31,0,0.0,33,,,,,,,,,,,,,,,,
0,20092010,Dallas Stars  U18,T1EHL U18,48647,13,5,20,42,20,0.0,18,,,,,,,,,,,,,,,,
0,20102011,USNTDP,USHL,1,13,1,20,28,20,5.0,14,41.0,0.0,2.44,0.0,0.0,,,,,,,,,,,
0,20102011,USNTDP,U-17,2,7,3,8,17,8,,10,,,,,,,,,,,,,,,,
0,20102011,USNTDP,U-18,3,7,0,4,12,4,,7,,,,,,,,,,,,,,,,
0,20112012,USNTDP,USHL,1,8,4,6,20,6,5.0,12,40.0,1.0,10.0,1.0,0.0,,,,,,,,,,,
0,20112012,USNTDP,U-18,2,15,4,12,32,12,,19,,,,,,,,,,,,,,,,
0,20122013,Portland,WHL,1,42,14,33,61,33,46.0,56,,4.0,,,0.0,,,,,,,,,,,
0,20132014,Nashville Predators,National Hockey League,1,19,6,24,77,24,-23.0,25,100.0,2.0,6.0,2.0,0.0,1510:46,55.0,9.0,151:47,1230:51,0.0,1.0,0.0,128:08,99.0,1862.0
0,20132014,U.S.A.,WC-A,2,7,2,6,7,6,6.0,9,,1.0,15.0,1.0,0.0,,,,,,,,,,,
0,20142015,Nashville Predators,National Hockey League,1,19,8,20,82,20,3.0,27,123.0,2.0,6.5,0.0,1.0,1630:24,72.0,11.0,179:08,1314:07,0.0,0.0,1.0,137:09,90.0,2009.0
0,20142015,U.S.A.,WC-A,2,3,1,4,10,4,4.0,4,21.0,1.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Nashville Predators,National Hockey League,1,10,1,10,40,10,-5.0,11,74.0,0.0,1.35,0.0,0.0,785:42,33.0,4.0,96:22,624:36,0.0,0.0,0.0,64:44,42.0,961.0
0,20152016,Columbus Blue Jackets,National Hockey League,2,18,2,12,41,12,-9.0,20,83.0,1.0,2.41,0.0,0.0,1002:30,53.0,9.0,109:51,791:17,0.0,0.0,1.0,101:22,76.0,1146.0
0,20162017,Columbus Blue Jackets,National Hockey League,1,30,12,24,75,24,6.0,42,152.0,1.0,7.89,3.0,0.0,1755:15,61.0,7.0,124:51,1471:20,0.0,3.0,0.0,159:04,118.0,2247.0
0,20162017,Team North America,WCup,176776,0,0,2,3,2,-3.0,0,,,,,,,,,,,,,,,,
0,20172018,Columbus Blue Jackets,National Hockey League,1,41,16,30,78,30,10.0,57,249.0,7.0,6.43,4.0,0.0,1918:57,92.0,24.0,210:43,1566:32,0.0,1.0,0.0,141:42,124.0,2256.0
0,20182019,Columbus Blue Jackets,National Hockey League,1,37,9,28,75,28,1.0,46,184.0,0.0,4.89,4.0,0.0,1936:42,106.0,10.0,175:24,1590:04,0.0,3.0,3.0,171:14,133.0,2214.0
0,20192020,Columbus Blue Jackets,National Hockey League,1,24,6,20,56,20,10.0,30,126.0,2.0,4.8,0.0,0.0,1415:41,62.0,9.0,144:07,1136:11,0.0,0.0,1.0,135:23,123.0,1628.0
0,20202021,Columbus Blue Jackets,National Hockey League,1,23,5,26,56,26,-18.0,28,141.0,2.0,3.5,1.0,0.0,1412:44,102.0,8.0,112:24,1190:08,0.0,1.0,0.0,110:12,101.0,1604.0
0,20212022,Chicago Blackhawks,National Hockey League,1,46,5,28,78,28,-37.0,51,194.0,0.0,2.6,0.0,0.0,2044:44,99.0,19.0,264:45,1633:19,0.0,0.0,1.0,146:40,155.0,2340.0
0,20212022,USA,WC,17215,4,1,0,10,0,1.0,5,,,,,,,,,,,,,,,,
