,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Sherwood Park Sabres U15 AA,NAHL U15,109772,0,2,0,4,0,2,,,,,,,,,,,,,,,,,
0,20112012,Sherwood Park Flyers U15 AAA,AEHL U15,54479,9,5,4,33,4,14,,,,,,,,,,,,,,,,,
0,20122013,Sherwood Park Flyers U15 AAA,AEHL U15,54479,36,28,30,30,30,64,,,,,,,,,,,,,,,,,
0,20122013,Sherwood Park Squires U16 AAA,AEHL U16,82290,0,1,0,1,0,1,,,,,,,,,,,,,,,,,
0,20132014,Sherwood Park Kings U18 AAA,AEHL U18,54491,13,3,10,22,10,16,,,,,,,,,,,,,,,,,
0,20142015,Spruce Grove Saints,AJHL,20762,33,21,18,57,18,54,,,,,,,,,,,,,,,,,
0,20152016,Spruce Grove Saints,AJHL,20762,25,32,6,40,6,57,,,,,,,,,,,,,,,,,
0,20152016,Canada West U19,WJAC-19,87372,0,2,0,4,0,2,,,,,,,,,,,,,,,,,
0,20162017,Penn State Univ.,NCAA,21740,14,6,19,39,19,20,-4.0,,,,,,,,,,,,,,,,
0,20172018,Penn State Univ.,NCAA,21740,22,9,18,37,18,31,7.0,,,,,,,,,,,,,,,,
0,20182019,Penn State Univ.,NCAA,21740,24,16,4,37,4,40,15.0,,,,,,,,,,,,,,,,
0,20192020,Penn State Univ.,NCAA,21740,15,10,8,25,8,25,7.0,,,,,,,,,,,,,,,,
0,20202021,Rochester Americans,AHL,1047,3,2,4,15,4,5,-5.0,,,,,,,,,,,,,,,,
0,20212022,Buffalo Sabres,National Hockey League,1,0,0,0,1,0,0,0.0,13:30,0.0,1.0,0.0,0.0,01:47,11:43,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,17.0
0,20212022,Rochester Americans,AHL,1047,29,12,20,48,20,41,4.0,,,,,,,,,,,,,,,,
