,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Laurentides,Minor-QU,1,47,81,32,59,32,128,,,,,,,,,,,,,,,,,
0,20102011,Lac St-Louis,QAAA,1,32,25,36,34,36,57,,,,,,,,,,,,,,,,,
0,20112012,Quebec,QMJHL,1,35,31,50,63,50,66,126.0,4.0,24.6,4.0,0.0,38.0,,,,,,,,,,,
0,20122013,Quebec,QMJHL,1,30,20,22,55,22,50,122.0,3.0,16.39,3.0,0.0,23.0,,,,,,,,,,,
0,20132014,Quebec,QMJHL,1,49,50,56,59,56,99,208.0,15.0,24.0,7.0,3.0,19.0,,,,,,,,,,,
0,20142015,New York Rangers,National Hockey League,1,6,1,4,18,4,7,18.0,0.0,5.56,0.0,0.0,4.0,218:49,6.0,1.0,25:24,193:25,0.0,0.0,0.0,00:00,5.0,312.0
0,20142015,Canada,WJC-A,2,4,4,16,7,16,8,21.0,0.0,,0.0,0.0,11.0,,,,,,,,,,,
0,20142015,Quebec,QMJHL,3,19,15,24,26,24,34,76.0,3.0,19.7,1.0,3.0,3.0,,,,,,,,,,,
0,20152016,Arizona Coyotes,National Hockey League,1,24,20,49,81,49,44,105.0,8.0,19.05,2.0,0.0,12.0,1164:44,27.0,12.0,229:36,934:34,0.0,0.0,0.0,00:34,27.0,1598.0
0,20162017,Arizona Coyotes,National Hockey League,1,10,5,14,58,14,15,76.0,0.0,6.58,1.0,0.0,-7.0,771:22,22.0,2.0,72:35,698:31,50.0,0.0,0.0,00:16,17.0,1049.0
0,20162017,Tucson Roadrunners,AHL,218897,7,1,4,16,4,8,,,,,,-11.0,,,,,,,,,,,
0,20172018,Arizona Coyotes,National Hockey League,1,6,9,10,33,10,15,68.0,3.0,13.24,1.0,0.0,-5.0,443:59,26.0,3.0,63:36,379:23,0.0,1.0,0.0,01:00,16.0,651.0
0,20172018,Chicago Blackhawks,National Hockey League,2,6,2,6,23,6,8,29.0,0.0,6.9,1.0,0.0,0.0,299:53,20.0,0.0,31:50,268:03,50.0,0.0,0.0,00:00,10.0,402.0
0,20182019,Columbus Blue Jackets,National Hockey League,1,8,11,12,53,12,19,92.0,4.0,11.96,2.0,0.0,-3.0,652:23,24.0,5.0,85:48,564:46,13.33,0.0,0.0,01:49,21.0,901.0
0,20182019,Ottawa Senators,National Hockey League,2,6,8,2,21,2,14,40.0,3.0,20.0,1.0,0.0,1.0,287:29,8.0,3.0,33:52,253:17,0.0,0.0,0.0,00:20,12.0,385.0
0,20192020,Ottawa Senators,National Hockey League,1,17,23,18,66,18,40,184.0,5.0,12.5,2.0,2.0,-5.0,1073:13,53.0,8.0,169:50,841:50,50.0,2.0,2.0,61:33,39.0,1542.0
0,20202021,Florida Panthers,National Hockey League,1,22,10,18,43,18,32,104.0,1.0,9.6,1.0,0.0,27.0,674:26,32.0,2.0,57:02,592:31,0.0,0.0,1.0,24:53,9.0,900.0
0,20212022,Florida Panthers,National Hockey League,1,27,31,30,74,30,58,167.0,9.0,18.6,5.0,0.0,19.0,1109:45,38.0,21.0,188:45,912:33,50.0,1.0,0.0,08:27,16.0,1369.0
