,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Miss. Senators,GTHL,1,21,19,38,33,38,40,,,,,,,,,,,,,,,,,
0,20142015,Sarnia,OHL,1,23,13,12,63,12,36,2.0,1.0,0.0,8.0,,,,,,,,,,,,,
0,20152016,Sarnia,OHL,1,34,17,14,65,14,51,2.0,4.0,0.0,13.0,170.0,10.0,,,,,,,,,,,
0,20152016,Canada,WJ18-A,2,3,5,0,7,0,8,0.0,1.0,0.0,5.0,17.0,,,,,,,,,,,,
0,20152016,Sarnia Sting,OHL,9498,34,17,14,65,14,51,,,,13.0,,,,,,,,,,,,,
0,20152016,Canada U18,WJC-18,17193,3,5,0,7,0,8,,,,5.0,,,,,,,,,,,,,
0,20152016,Canada U18,Hlinka Gretzky Cup,144760,1,1,4,4,4,2,,,,-1.0,,,,,,,,,,,,,
0,20152016,Team Red,U18-Dev,178681,0,1,0,3,0,1,,,,,,,,,,,,,,,,,
0,20162017,Chicago Wolves,AHL,957,0,0,0,1,0,0,,,,0.0,,,,,,,,,,,,,
0,20162017,Sarnia Sting,OHL,9498,64,30,36,66,36,94,,,,5.0,,,,,,,,,,,,,
0,20172018,Sarnia Sting,OHL,9498,70,39,22,56,22,109,,,,26.0,,,,,,,,,,,,,
0,20172018,Canada U20,WJC-20,17216,7,3,0,7,0,10,,,,2.0,,,,,,,,,,,,,
0,20182019,St. Louis Blues,National Hockey League,1,2,1,4,16,4,3,0.0,0.0,0.0,-1.0,16.0,6.25,154:33,2.0,0.0,04:44,149:49,100.0,0.0,0.0,00:00,3.0,213.0
0,20182019,San Antonio Rampage,AHL,8497,27,16,10,47,10,43,,,,1.0,,,,,,,,,,,,,
0,20192020,St. Louis Blues,National Hockey League,1,5,4,8,28,8,9,0.0,0.0,0.0,1.0,39.0,10.3,305:02,8.0,1.0,09:32,295:30,40.0,0.0,0.0,00:00,8.0,398.0
0,20192020,San Antonio Rampage,AHL,8497,6,9,10,16,10,15,,,,5.0,,,,,,,,,,,,,
0,20202021,St. Louis Blues,National Hockey League,1,21,14,12,55,12,35,0.0,2.0,0.0,1.0,98.0,14.3,793:19,7.0,3.0,68:48,724:25,50.0,0.0,0.0,00:06,13.0,982.0
0,20212022,St. Louis Blues,National Hockey League,1,48,27,20,74,20,75,5.0,4.0,0.0,10.0,188.0,14.4,1226:36,6.0,19.0,141:09,1082:25,40.0,0.0,1.0,03:02,23.0,1482.0
