,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,New Jersey Rockets,AtJHL,35835,1,0,0,3,0,0,1,,,,,,,,,,,,,,,,
0,20112012,New Jersey Rockets,AtJHL,35835,7,21,25,24,25,0,28,,,,,,,,,,,,,,,,
0,20122013,Des Moines Buccaneers,USHL,9078,21,15,26,48,26,-1,36,,,,,,,,,,,,,,,,
0,20132014,UMass-Lowell,NCAA,10450,5,5,8,41,8,8,10,,,,,,,,,,,,,,,,
0,20142015,UMass-Lowell,NCAA,10450,16,14,6,38,6,14,30,,,,,,,,,,,,,,,,
0,20152016,UMass-Lowell,NCAA,10940,27,10,2,40,2,17,37,,,,,,,,,,,,,,,,
0,20162017,Bakersfield Condors,AHL,7257,2,1,0,6,0,-2,3,,,,,,,,,,,,,,,,
0,20162017,UMass-Lowell,NCAA,10940,34,18,22,41,22,21,52,,,,,,,,,,,,,,,,
0,20172018,Bakersfield Condors,AHL,7257,6,13,16,50,16,-1,19,,,,,,,,,,,,,,,,
0,20182019,Edmonton Oilers,National Hockey League,1,3,0,2,15,2,2,3,121:33,7.0,14.0,0.0,0.0,00:07,121:24,75.0,0.0,0.0,0.0,0.0,0.0,00:02,5.0,169.0
0,20182019,Bakersfield Condors,AHL,7257,19,29,19,50,19,19,48,,,,,,,,,,,,,,,,
0,20192020,Bakersfield Condors,AHL,7257,14,14,11,50,11,-19,28,,,,,,,,,,,,,,,,
0,20202021,Bakersfield Condors,AHL,7257,7,6,11,27,11,-3,13,,,,,,,,,,,,,,,,
0,20212022,Utica Comets,AHL,152247,21,10,30,65,30,5,31,,,,,,,,,,,,,,,,
