,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,Minnesota Blades,Brick Invitational,128786,2,3,2.0,5,2,5,,,,,,,,,,,,,,,,,
0,20142015,Team Southwest,UMHSEHL,63738,1,0,0.0,5,0,1,0.0,,,,,,,,,,,,,,,,
0,20142015,Stillwater High,USHS-MN,97812,17,13,10.0,25,10,30,0.0,,,,,,,,,,,,,,,,
0,20152016,Omaha Lancers,USHL,10466,0,1,2.0,2,2,1,0.0,,,,,,,,,,,,,,,,
0,20152016,Team MPLS Magazine,UMHSEHL,63788,12,3,6.0,20,6,15,,,,,,,,,,,,,,,,,
0,20152016,Stillwater High,USHS-MN,97828,34,20,6.0,25,6,54,,,,,,,,,,,,,,,,,
0,20162017,Omaha Lancers,USHL,10466,5,2,6.0,11,6,7,-3.0,,,,,,,,,,,,,,,,
0,20162017,Team MPLS Magazine,UMHSEHL,63788,15,9,10.0,21,10,24,,,,,,,,,,,,,,,,,
0,20162017,Stillwater High,USHS-MN,97828,45,20,10.0,25,10,65,,,,,,,,,,,,,,,,,
0,20162017,Team Gold,USA-S17,177415,2,1,,5,,3,,,,,,,,,,,,,,,,,
0,20162017,B17 - Red (Final 54),MNHP-17,283055,2,0,,3,,2,,,,,,,,,,,,,,,,,
0,20172018,Omaha Lancers,USHL,10466,34,21,26.0,60,26,55,21.0,,,,,,,,,,,,,,,,
0,20182019,USA U20,WJC-20,17276,2,1,2.0,7,2,3,2.0,,,,,,,,,,,,,,,,
0,20182019,Univ. of Minnesota-Duluth,NCAA,18500,14,9,33.0,40,33,23,12.0,,,,,,,,,,,,,,,,
0,20192020,Univ. of Minnesota-Duluth,NCAA,18500,19,14,35.0,34,35,33,7.0,,,,,,,,,,,,,,,,
0,20202021,Univ. of Minnesota-Duluth,NCAA,18500,14,5,25.0,28,25,19,6.0,,,,,,,,,,,,,,,,
0,20212022,Philadelphia Flyers,National Hockey League,1,4,5,4.0,16,4,9,4.0,211:56,23.0,21.0,1.0,1.0,00:44,192:44,0.0,21.7,1.0,0.0,0.0,0.0,18:28,6.0,316.0
0,20212022,USA,OG,16972,0,1,2.0,4,2,1,2.0,,,,,,,,,,,,,,,,
0,20212022,Univ. of Minnesota-Duluth,NCAA,18500,13,11,19.0,37,19,24,4.0,,,,,,,,,,,,,,,,
