,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Brandon Wheat Kings U15 AAA,WAAA U15,137538,17,6,30,30,30,23,
0,20152016,Brandon Wheat Kings U15 AAA,WAAA U15,137538,40,51,33,35,33,91,
0,20162017,Rink Hockey Academy Winnipeg U18,CSSHL U18,228986,8,5,24,25,24,13,
0,20172018,Saskatoon Blades,WHL,7881,1,0,0,3,0,1,-1.0
0,20172018,Regina Pats,WHL,9641,0,0,0,1,0,0,0.0
0,20172018,Steinbach Pistons,MJHL,57890,0,1,0,1,0,1,
0,20172018,Rink Hockey Academy Winnipeg U18,CSSHL U18,228986,34,20,51,31,51,54,
0,20182019,Saskatoon Blades,WHL,7881,16,9,26,68,26,25,7.0
0,20192020,Saskatoon Blades,WHL,7881,40,33,28,62,28,73,16.0
0,20202021,Saskatoon Blades,WHL,7881,13,10,8,16,8,23,6.0
0,20202021,San Jose Barracuda,AHL,187427,0,0,0,2,0,0,-1.0
0,20212022,Saskatoon Blades,WHL,7881,45,33,54,62,54,78,4.0
