,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Botkyrka U18,Swe-U18,1,15,24,44,16,44,39,,,,,,,,,,,,,,,,,
0,20112012,Botkyrka Jr.,Swe-Jr.,2,0,0,0,2,0,0,,,,,,,,,,,,,,,,,
0,20112012,Botkyrka,Sweden-4,3,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20122013,HV 71 U18,Swe-U18,1,2,1,0,5,0,3,,,,,,,,,,,,,,,,,
0,20132014,HV 71 U18,Swe-U18,1,3,8,4,9,4,11,,,,,,,,,,,,,,,,,
0,20132014,HV 71 Jr.,Swe-Jr.,2,5,4,16,29,16,9,,,,,,,,,,,,,,,,,
0,20142015,HV 71 Jr.,Swe-Jr.,1,22,14,16,36,16,36,,,,,,,,,,,,,,,,,
0,20142015,HV 71,Sweden,2,0,1,2,17,2,1,,,,,,,,,,,,,,,,,
0,20152016,HV 71 Jr.,Swe-Jr.,1,19,5,31,17,31,24,,,,,,,,,,,,,,,,,
0,20152016,Vita Hasten,Sweden-2,2,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20152016,HV 71,Sweden,3,1,1,20,43,20,2,,,,,,,,,,,,,,,,,
0,20152016,HV71,Champions HL,162,0,1,2,5,2,1,1.0,,,,,,,,,,,,,,,,
0,20152016,HV71,SHL,849,1,1,20,43,20,2,-6.0,,,,,,,,,,,,,,,,
0,20152016,HC Vita Hästen,HockeyAllsvenskan,4450,0,0,0,1,0,0,-1.0,,,,,,,,,,,,,,,,
0,20152016,HV71 J20,J20 Nationell,5829,19,5,31,17,31,24,11.0,,,,,,,,,,,,,,,,
0,20162017,HV71,Champions HL,162,2,1,0,4,0,3,4.0,,,,,,,,,,,,,,,,
0,20162017,HV71,SHL,849,7,13,16,48,16,20,9.0,,,,,,,,,,,,,,,,
0,20162017,HV71 J20,J20 Nationell,5829,1,2,12,3,12,3,-4.0,,,,,,,,,,,,,,,,
0,20162017,Västerviks IK,HockeyAllsvenskan,6230,3,1,2,2,2,4,2.0,,,,,,,,,,,,,,,,
0,20172018,HV71,Champions HL,162,1,2,2,3,2,3,3.0,,,,,,,,,,,,,,,,
0,20172018,HV71,SHL,849,15,7,28,43,28,22,4.0,,,,,,,,,,,,,,,,
0,20172018,Cleveland Monsters,AHL,22447,2,0,4,7,4,2,-1.0,,,,,,,,,,,,,,,,
0,20182019,Columbus Blue Jackets,National Hockey League,1,0,0,4,4,4,0,0.0,43:51,3.0,3.0,0.0,0.0,00:05,43:46,50.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,59.0
0,20182019,Cleveland Monsters,AHL,22447,10,15,12,59,12,25,-17.0,,,,,,,,,,,,,,,,
0,20192020,Columbus Blue Jackets,National Hockey League,1,4,6,8,32,8,10,2.0,447:25,57.0,19.0,3.0,5.0,61:56,384:51,40.31,10.5,1.0,0.0,0.0,0.0,00:38,22.0,570.0
0,20192020,Cleveland Monsters,AHL,22447,12,6,24,33,24,18,-10.0,,,,,,,,,,,,,,,,
0,20202021,Columbus Blue Jackets,National Hockey League,1,5,5,8,32,8,10,-4.0,400:56,42.0,17.0,0.0,1.0,33:17,367:34,47.25,11.9,1.0,0.0,0.0,0.0,00:05,13.0,518.0
0,20212022,Columbus Blue Jackets,National Hockey League,1,0,0,2,3,2,0,0.0,22:35,3.0,2.0,0.0,0.0,00:00,22:35,100.0,0.0,0.0,0.0,0.0,0.0,00:00,2.0,32.0
0,20212022,Cleveland Monsters,AHL,22447,17,8,20,42,20,25,-12.0,,,,,,,,,,,,,,,,
