,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20142015,Frölunda HC U16 2,U16 Div.1,172596,1,9,10,12,10,10,
0,20152016,Frölunda HC U16,U16 SM,44007,0,1,0,8,0,1,
0,20152016,Frölunda HC U16,U16 Region,44352,2,2,25,8,25,4,
0,20152016,Frölunda HC U16 2,U16 Div.1,173154,6,9,4,15,4,15,
0,20152016,Frölunda HC U16 3,U16 Div.2,213925,1,11,0,3,0,12,
0,20162017,Frölunda HC J18,J18 Region,7198,3,0,2,6,2,3,6.0
0,20162017,Frölunda HC J18,J18 Nationell,7958,2,0,0,8,0,2,2.0
0,20162017,Göteborg,TV-Pucken,10976,4,1,2,6,2,5,
0,20162017,Frölunda HC U16,U16 SM,44007,5,7,4,8,4,12,
0,20162017,Frölunda HC U16,U16 Region,44352,16,23,6,24,6,39,
0,20172018,Frölunda HC J20,J20 Nationell,5919,0,0,0,3,0,0,-1.0
0,20172018,Frölunda HC J18,J18 Region,7198,9,15,8,18,8,24,13.0
0,20172018,Frölunda HC J18,J18 Nationell,7958,9,7,2,16,2,16,4.0
0,20172018,Sweden U17,WHC-17,61300,0,1,0,5,0,1,
0,20172018,Frölunda HC J18 2,J18 Div.1,241350,1,1,0,1,0,2,
0,20182019,Frölunda HC J20,J20 Nationell,5919,8,9,12,44,12,17,1.0
0,20182019,Frölunda HC J18,J18 Region,7198,2,1,0,3,0,3,2.0
0,20182019,Frölunda HC J18,J18 Nationell,7958,1,2,2,8,2,3,2.0
0,20182019,Sweden U18,WJC-18,8573,0,1,0,7,0,1,2.0
0,20182019,Sweden U18,Hlinka Gretzky Cup,158290,2,1,0,5,0,3,
0,20192020,Frölunda HC,Champions HL,232,0,0,0,1,0,0,-1.0
0,20192020,Frölunda HC,SHL,919,0,0,2,10,2,0,-2.0
0,20192020,Tingsryds AIF,HockeyAllsvenskan,1560,0,0,4,5,4,0,-4.0
0,20192020,Frölunda HC J20,J20 Nationell,5919,26,29,10,36,10,55,22.0
0,20202021,Frölunda HC,SHL,919,2,3,2,28,2,5,-1.0
0,20202021,Frölunda HC J20,J20 Nationell,5919,2,2,0,4,0,4,0.0
0,20202021,Sweden U20,WJC-20,8596,1,2,0,5,0,3,2.0
0,20212022,Frölunda HC,Champions HL,232,3,6,0,11,0,9,5.0
0,20212022,Frölunda HC,SHL,919,12,21,10,52,10,33,-10.0
