,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,River Ridge,USHS-FL,229823,20,26,28,17,28,46,,,,,,,,,,,,,,,,,
0,20152016,Mitchell High,USHS-FL,229786,45,41,59,15,59,86,,,,,,,,,,,,,,,,,
0,20162017,Aberdeen Wings,NAHL,72484,1,1,18,4,18,2,0.0,,,,,,,,,,,,,,,,
0,20162017,Mitchell High,USHS-FL,229786,23,21,22,13,22,44,,,,,,,,,,,,,,,,,
0,20172018,Cedar Rapids RoughRiders,USHL,8756,30,17,84,51,84,47,-1.0,,,,,,,,,,,,,,,,
0,20172018,USA U19,WJAC-19,87412,0,1,4,5,4,1,,,,,,,,,,,,,,,,,
0,20182019,Cedar Rapids RoughRiders,USHL,8756,35,18,81,59,81,53,35.0,,,,,,,,,,,,,,,,
0,20192020,Minnesota State Univ. (Mankato),NCAA,15760,18,9,37,35,37,27,10.0,,,,,,,,,,,,,,,,
0,20202021,Minnesota State Univ. (Mankato),NCAA,15760,16,9,16,28,16,25,7.0,,,,,,,,,,,,,,,,
0,20212022,Arizona Coyotes,National Hockey League,1,2,2,2,10,2,4,-1.0,141:30,14.0,26.0,0.0,0.0,16:22,124:21,39.58,14.3,0.0,0.0,0.0,0.0,00:47,6.0,191.0
0,20212022,Minnesota State Univ. (Mankato),NCAA,15760,31,19,43,38,43,50,22.0,,,,,,,,,,,,,,,,
0,20212022,USA,OG,16972,1,1,2,4,2,2,2.0,,,,,,,,,,,,,,,,
