,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20142015,Traktor Chelyabinsk U16,Russia U16,199509,18,19,12,34,12,37,,,,,,,,,,,,,,,,,
0,20152016,Traktor Chelyabinsk U17,Russia U17,98158,18,22,45,32,45,40,,,,,,,,,,,,,,,,,
0,20152016,Traktor Chelyabinsk U18,Russia U18,200959,2,2,2,4,2,4,,,,,,,,,,,,,,,,,
0,20162017,Traktor Chelyabinsk,KHL,17234,0,0,0,3,0,0,0.0,,,,,,,,,,,,,,,,
0,20162017,Belye Medvedi Chelyabinsk,MHL,49612,23,13,18,41,18,36,18.0,,,,,,,,,,,,,,,,
0,20162017,Chelmet Chelyabinsk,VHL,127977,2,2,0,6,0,4,1.0,,,,,,,,,,,,,,,,
0,20172018,Traktor Chelyabinsk,KHL,17234,3,4,6,35,6,7,3.0,,,,,,,,,,,,,,,,
0,20172018,Belye Medvedi Chelyabinsk,MHL,49612,2,1,0,1,0,3,1.0,,,,,,,,,,,,,,,,
0,20172018,Chelmet Chelyabinsk,VHL,127977,3,4,4,9,4,7,4.0,,,,,,,,,,,,,,,,
0,20182019,Traktor Chelyabinsk,KHL,17234,13,8,6,50,6,21,-3.0,,,,,,,,,,,,,,,,
0,20182019,Russia U20,WJC-20,17546,4,2,6,7,6,6,4.0,,,,,,,,,,,,,,,,
0,20192020,Hartford Wolf Pack,AHL,847,9,6,4,39,4,15,-4.0,,,,,,,,,,,,,,,,
0,20192020,Traktor Chelyabinsk,KHL,17234,1,2,2,11,2,3,-4.0,,,,,,,,,,,,,,,,
0,20192020,Chelmet Chelyabinsk,VHL,127977,2,0,0,3,0,2,0.0,,,,,,,,,,,,,,,,
0,20202021,New York Rangers,National Hockey League,1,2,2,4,20,4,4,-6.0,247:56,23.0,7.0,0.0,0.0,03:36,243:52,0.0,8.7,0.0,0.0,0.0,0.0,00:28,6.0,334.0
0,20202021,Traktor Chelyabinsk,KHL,17234,8,16,12,49,12,24,8.0,,,,,,,,,,,,,,,,
0,20202021,Russia,EHT,64546,0,0,0,3,0,0,0.0,,,,,,,,,,,,,,,,
0,20212022,Traktor Chelyabinsk,KHL,17234,7,6,0,19,0,13,4.0,,,,,,,,,,,,,,,,
