,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,EHC Erfurt U16,Schüler-BL,157079,11,12,16,21,16,23,,,,,,,,,,,,,,,,,
0,20142015,EHC Erfurt U16,Schüler-BL,157079,20,14,12,22,12,34,,,,,,,,,,,,,,,,,
0,20142015,EHC Erfurt U16 II,Germany U16 2,184686,8,10,2,10,2,18,,,,,,,,,,,,,,,,,
0,20152016,Jungadler Mannheim U16,Schler-BL,160715,10,9,8,25,8,19,,,,,,,,,,,,,,,,,
0,20162017,Germany U18,WJC-18 D1A,17695,1,0,0,5,0,1,1.0,,,,,,,,,,,,,,,,
0,20162017,Jungadler Mannheim U16,Schler-BL,160715,7,6,10,11,10,13,,,,,,,,,,,,,,,,,
0,20162017,Jungadler Mannheim U19,DNL,177485,8,4,18,22,18,12,3.0,,,,,,,,,,,,,,,,
0,20172018,Adler Mannheim,DEL,1358,0,0,0,4,0,0,0.0,,,,,,,,,,,,,,,,
0,20172018,Germany U18,WJC-18 D1A,17695,3,0,6,5,6,3,0.0,,,,,,,,,,,,,,,,
0,20172018,Germany U20,WJC-20 D1A,17717,0,1,4,5,4,1,1.0,,,,,,,,,,,,,,,,
0,20172018,Jungadler Mannheim U19,DNL,177485,7,6,2,14,2,13,,,,,,,,,,,,,,,,,
0,20182019,Adler Mannheim,DEL,1358,4,2,8,29,8,6,2.0,,,,,,,,,,,,,,,,
0,20182019,Germany,WC,17655,0,2,2,5,2,2,1.0,,,,,,,,,,,,,,,,
0,20182019,Germany U20,WJC-20 D1A,17717,6,1,4,5,4,7,8.0,,,,,,,,,,,,,,,,
0,20192020,Grand Rapids Griffins,AHL,987,20,2,28,49,28,22,-5.0,,,,,,,,,,,,,,,,
0,20192020,Germany U20,WJC-20,17716,6,0,6,7,6,6,0.0,,,,,,,,,,,,,,,,
0,20202021,Rögle BK,SHL,1119,21,7,16,41,16,28,14.0,,,,,,,,,,,,,,,,
0,20202021,Germany,WC,17655,5,0,6,10,6,5,-3.0,,,,,,,,,,,,,,,,
0,20212022,Detroit Red Wings,National Hockey League,1,43,7,34,82,34,50,-9.0,1889:22,187.0,151.0,2.0,21.0,237:01,1497:51,0.0,3.7,4.0,2.0,0.0,2.0,154:30,161.0,2113.0
0,20212022,Germany,WC,17655,5,2,0,8,0,7,5.0,,,,,,,,,,,,,,,,
