,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20012002,France U18,WJC-18 D2,10091655,4,6,4,5,4,16.0,10,,,,,,,,,,,,,,,,
0,20022003,Rouen,France,2257,1,0,6,11,6,0.0,1,,,,,,,,,,,,,,,,
0,20032004,Rouen,France,2257,10,10,16,22,16,0.0,20,,,,,,,,,,,,,,,,
0,20042005,Rouen,France,2257,15,4,20,28,20,0.0,19,,,,,,,,,,,,,,,,
0,20052006,Rouen,France,2257,17,12,24,26,24,0.0,29,,,,,,,,,,,,,,,,
0,20062007,Leksands IF,Allsvenskan,282,11,8,24,44,24,21.0,19,,,,,,,,,,,,,,,,
0,20072008,Leksands IF,Allsvenskan,282,15,14,12,40,12,20.0,29,,,,,,,,,,,,,,,,
0,20082009,Leksand,Sweden-2,1,18,31,113,41,113,,49,,,,,,,,,,,,,,,,
0,20082009,France,WC-A,2,1,2,2,6,2,,3,,,,,,,,,,,,,,,,
0,20092010,Skelleftea,Sweden,1,5,9,16,49,16,,14,,,,,,,,,,,,,,,,
0,20092010,France,WC-A,2,2,1,4,6,4,,3,,,,,,,,,,,,,,,,
0,20102011,Skelleftea,Sweden,1,8,10,20,53,20,,18,,,,,,,,,,,,,,,,
0,20102011,France,WC-A,2,1,1,2,6,2,,2,,,,,,,,,,,,,,,,
0,20112012,Skelleftea,Sweden,1,17,19,40,55,40,,36,,,,,,,,,,,,,,,,
0,20112012,France,WC-A,2,4,2,4,5,4,,6,,,,,,,,,,,,,,,,
0,20122013,Skelleftea,Sweden,1,16,6,47,29,47,,22,,,,,,,,,,,,,,,,
0,20122013,France,WC-A,2,3,1,0,7,0,,4,,,,,,,,,,,,,,,,
0,20132014,Skelleftea,Sweden,1,15,20,32,52,32,,35,,,,,,,,,,,,,,,,
0,20142015,Philadelphia Flyers,National Hockey League,1,6,6,18,81,18,-3.0,12,1039:23,113.0,121.0,0.0,0.0,07:17,864:52,47.31,5.31,1.0,0.0,0.0,0.0,167:14,61.0,1490.0
0,20152016,Philadelphia Flyers,National Hockey League,1,7,7,27,74,27,-8.0,14,1004:06,102.0,65.0,0.0,0.0,04:15,808:37,46.98,6.86,1.0,0.0,1.0,2.0,191:14,61.0,1459.0
0,20152016,France,WC-A,2,3,1,0,7,0,-3.0,4,,10.0,,1.0,,,,,,0.0,,0.0,,,,
0,20152016,France,WC,17365,3,1,0,7,0,-3.0,4,,,,,,,,,,,,,,,,
0,20162017,Philadelphia Flyers,National Hockey League,1,4,4,20,82,20,-1.0,8,1063:34,90.0,73.0,0.0,0.0,04:08,832:30,48.38,4.44,0.0,0.0,0.0,1.0,226:56,70.0,1552.0
0,20162017,France,OGQ,17095,1,0,2,3,2,2.0,1,,,,,,,,,,,,,,,,
0,20162017,France,WC,17365,2,2,4,7,4,4.0,4,,,,,,,,,,,,,,,,
0,20162017,Team Europe,WCup,162186,1,1,4,6,4,0.0,2,,,,,,,,,,,,,,,,
0,20172018,Vegas Golden Knights,National Hockey League,1,10,6,14,72,14,5.0,16,887:34,92.0,41.0,0.0,0.0,08:57,724:01,51.15,6.52,1.0,0.0,0.0,0.0,154:36,63.0,1183.0
0,20182019,Vegas Golden Knights,National Hockey League,1,9,6,6,76,6,2.0,15,944:40,108.0,71.0,0.0,0.0,05:53,790:53,54.72,5.56,0.0,0.0,2.0,2.0,147:54,51.0,1196.0
0,20192020,Colorado Avalanche,National Hockey League,1,13,9,17,69,17,2.0,22,925:59,85.0,43.0,0.0,0.0,04:54,777:16,53.04,10.6,0.0,0.0,2.0,4.0,143:49,46.0,1287.0
0,20202021,Colorado Avalanche,National Hockey League,1,2,9,21,53,21,6.0,11,600:19,60.0,26.0,0.0,0.0,04:14,482:39,60.75,15.0,0.0,0.0,0.0,0.0,113:26,36.0,886.0
0,20212022,Tampa Bay Lightning,National Hockey League,1,11,9,19,80,19,24.0,20,1100:35,72.0,88.0,0.0,0.0,02:10,892:06,51.66,12.5,1.0,0.0,1.0,1.0,206:19,44.0,1514.0
0,20212022,France,OGQ,17095,0,0,0,3,0,0.0,0,,,,,,,,,,,,,,,,
