,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20082009,E. Grand Forks,High-MN,1,4,3,2,25,2,7,,,,,,,,,,,,,,,,,
0,20092010,E. Grand Forks,High-MN,1,9,3,10,27,10,12,,,,,,,,,,,,,,,,,
0,20102011,Great Plains,UMHSEL,1,3,2,4,16,4,5,,,,,,,,,,,,,,,,,
0,20102011,E. Grand Forks,High-MN,2,17,5,13,25,13,22,,,,,,,,,,,,,,,,,
0,20112012,Wichita Falls,NAHL,1,22,7,29,59,29,29,118.0,0.0,5.93,1.0,0.0,5.0,,,,,,,,,,,
0,20122013,Omaha,USHL,1,14,14,49,64,49,28,109.0,12.0,12.84,2.0,0.0,-7.0,,,,,,,,,,,
0,20132014,Omaha,USHL,1,26,15,23,58,23,41,145.0,10.0,10.3,3.0,0.0,20.0,,,,,,,,,,,
0,20142015,North Dakota,NCHC,1,10,8,16,40,16,18,,6.0,,1.0,0.0,,,,,,,,,,,,
0,20152016,North Dakota,NCHC,1,19,5,4,40,4,24,100.0,1.0,,1.0,0.0,22.0,,,,,,,,,,,
0,20152016,Univ. of North Dakota,NCAA,11930,19,5,4,40,4,24,,,,,,22.0,,,,,,,,,,,
0,20162017,Univ. of North Dakota,NCAA,11930,23,7,14,38,14,30,,,,,,18.0,,,,,,,,,,,
0,20172018,Winnipeg Jets,National Hockey League,1,1,1,0,24,0,2,27.0,0.0,3.7,0.0,0.0,2.0,301:31,20.0,0.0,00:54,299:18,0.0,0.0,0.0,01:19,18.0,394.0
0,20172018,Manitoba Moose,AHL,877,9,1,4,17,4,10,,,,,,-2.0,,,,,,,,,,,
0,20182019,Manitoba Moose,AHL,877,20,5,10,43,10,25,,,,,,4.0,,,,,,,,,,,
0,20192020,Winnipeg Jets,National Hockey League,1,12,4,24,57,24,16,64.0,0.0,6.3,1.0,1.0,-1.0,994:33,58.0,0.0,10:01,943:48,0.0,0.0,1.0,40:44,59.0,1292.0
0,20202021,Winnipeg Jets,National Hockey League,1,1,0,2,39,2,1,50.0,0.0,0.0,0.0,0.0,-2.0,714:01,69.0,0.0,01:46,660:44,0.0,0.0,0.0,51:31,49.0,899.0
0,20212022,Vancouver Canucks,National Hockey League,1,2,1,12,40,12,3,47.0,0.0,2.1,0.0,0.0,2.0,680:03,33.0,0.0,03:22,612:15,0.0,0.0,0.0,64:26,73.0,887.0
