,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Shattuck St. Mary's Bantam T1,Bantam,91025,69,56,24,65,24,0.0,125,,,,,,,,,,,,,,,,
0,20142015,Shattuck St. Mary's Midget Prep,USHS-Prep,23168,32,23,24,54,24,0.0,55,,,,,,,,,,,,,,,,
0,20152016,U.S. National U18 Team,USDP,19564,1,1,0,7,0,,2,,,,,,,,,,,,,,,,
0,20152016,U.S. National U17 Team,USDP,19734,33,19,26,49,26,,52,,,,,,,,,,,,,,,,
0,20152016,USNTDP Juniors,USHL,52486,19,9,10,33,10,-11.0,28,,,,,,,,,,,,,,,,
0,20152016,USA U17,WHC-17,61270,3,6,2,5,2,,9,,,,,,,,,,,,,,,,
0,20162017,USA U18,WJC-18,17253,1,1,2,7,2,2.0,2,,,,,,,,,,,,,,,,
0,20162017,U.S. National U18 Team,USDP,19564,20,22,51,60,51,,42,,,,,,,,,,,,,,,,
0,20162017,USNTDP Juniors,USHL,52486,4,10,39,21,39,9.0,14,,,,,,,,,,,,,,,,
0,20172018,Univ. of Minnesota,NCAA,8320,8,7,43,35,43,0.0,15,,,,,,,,,,,,,,,,
0,20182019,Univ. of Minnesota,NCAA,8320,4,7,10,34,10,-3.0,11,,,,,,,,,,,,,,,,
0,20192020,Univ. of Minnesota,NCAA,8320,8,15,12,35,12,5.0,23,,,,,,,,,,,,,,,,
0,20202021,Univ. of Minnesota,NCAA,8320,17,11,6,28,6,20.0,28,,,,,,,,,,,,,,,,
0,20202021,San Jose Barracuda,AHL,187427,3,5,6,17,6,-6.0,8,,,,,,,,,,,,,,,,
0,20212022,San Jose Sharks,National Hockey League,1,2,7,10,35,10,-8.0,9,391:31,33.0,14.0,3.0,3.0,54:21,336:49,40.15,21.2,2.0,0.0,0.0,0.0,00:21,26.0,548.0
0,20212022,San Jose Barracuda,AHL,187427,9,18,4,38,4,-26.0,27,,,,,,,,,,,,,,,,
