,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Cobourg Cougars,CCHL,36883,0,0,2,3,2,0,0,,,,,,,,,,,,,,,,
0,20102011,Cobourg Cougars,OJHL,37007,23,13,26,47,26,0,36,,,,,,,,,,,,,,,,
0,20112012,Cobourg Cougars,OJHL,37007,27,22,40,41,40,0,49,,,,,,,,,,,,,,,,
0,20122013,Cobourg Cougars,OJHL,37007,34,22,42,43,42,0,56,,,,,,,,,,,,,,,,
0,20132014,Sacred Heart Univ.,NCAA,23060,24,5,24,36,24,-14,29,,,,,,,,,,,,,,,,
0,20142015,Sacred Heart Univ.,NCAA,23060,15,7,26,38,26,-1,22,,,,,,,,,,,,,,,,
0,20152016,Sacred Heart Univ.,NCAA,23550,21,20,22,36,22,9,41,,,,,,,,,,,,,,,,
0,20162017,Bridgeport Islanders,AHL,827,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,
0,20162017,Rochester Americans,AHL,1047,0,2,4,5,4,1,2,,,,,,,,,,,,,,,,
0,20162017,Reading Royals,ECHL,6595,2,1,2,3,2,-1,3,,,,,,,,,,,,,,,,
0,20162017,Sacred Heart Univ.,NCAA,23550,22,10,53,37,53,-5,32,,,,,,,,,,,,,,,,
0,20172018,Rochester Americans,AHL,1047,3,2,12,15,12,1,5,,,,,,,,,,,,,,,,
0,20172018,Cincinnati Cyclones,ECHL,6395,31,28,40,44,40,26,59,,,,,,,,,,,,,,,,
0,20182019,Lukko,Liiga,939,34,18,73,59,73,7,52,,,,,,,,,,,,,,,,
0,20192020,Lukko,Liiga,939,33,27,26,56,26,26,60,,,,,,,,,,,,,,,,
0,20192020,Team Canada,Spengler Cup,250335,1,0,0,4,0,2,1,,,,,,,,,,,,,,,,
0,20202021,Vityaz Podolsk,KHL,2454,32,23,50,58,50,3,55,,,,,,,,,,,,,,,,
0,20202021,Canada,WC,17155,0,1,12,9,12,-1,1,,,,,,,,,,,,,,,,
0,20212022,Columbus Blue Jackets,National Hockey League,1,4,10,10,45,10,-5,14,565:42,72.0,85.0,0.0,1.0,12:45,531:11,53.77,13.9,1.0,0.0,0.0,0.0,21:46,22.0,792.0
0,20212022,Cleveland Monsters,AHL,22447,3,2,0,8,0,-6,5,,,,,,,,,,,,,,,,
