,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Team Illinois Bantam Minor AAA,T1EMBHL,141490,10,4,28,29,28,0.0,14,,,,,,,,,,,,,,,,
0,20102011,Culver Military Academy U16,Midget,187861,13,3,31,36,31,0.0,16,,,,,,,,,,,,,,,,
0,20112012,Culver Academy,High-IN,1,13,3,20,36,20,,16,,,,,,,,,,,,,,,,
0,20122013,USNTDP,USHL,1,4,0,23,38,23,-20.0,4,20.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,20122013,USNTDP,U-17,2,7,1,10,18,10,,8,,,,,,,,,,,,,,,,
0,20132014,USNTDP,USHL,1,10,5,24,26,24,5.0,15,47.0,3.0,10.6,0.0,0.0,,,,,,,,,,,
0,20132014,USNTDP,U-18,2,6,2,22,34,22,,8,,,,,,,,,,,,,,,,
0,20132014,U.S.A.,WJ18-A,4,2,0,0,7,0,3.0,2,19.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
0,20142015,Miami U.,NCHC,1,13,6,28,40,28,,19,,3.0,,0.0,0.0,,,,,,,,,,,
0,20152016,Miami U.,NCHC,1,13,4,30,34,30,-14.0,17,63.0,3.0,,0.0,0.0,,,,,,,,,,,
0,20152016,U.S.A.,WJC-A,2,1,1,0,7,0,4.0,2,14.0,0.0,,1.0,0.0,,,,,,,,,,,
0,20152016,Miami Univ. (Ohio),NCAA,13040,13,4,30,34,30,-14.0,17,,,,,,,,,,,,,,,,
0,20152016,USA U20,WJC-20,17276,1,1,0,7,0,4.0,2,,,,,,,,,,,,,,,,
0,20162017,Miami Univ. (Ohio),NCAA,13040,11,6,39,24,39,-11.0,17,,,,,,,,,,,,,,,,
0,20172018,Minnesota Wild,National Hockey League,1,2,0,0,1,0,1.0,2,0.0,0.0,0.0,0.0,0.0,15:47,1.0,0.0,00:38,15:09,0.0,0.0,0.0,00:00,1.0,21.0
0,20172018,Miami Univ. (Ohio),NCAA,13040,21,9,42,37,42,4.0,30,,,,,,,,,,,,,,,,
0,20172018,Iowa Wild,AHL,149087,2,0,0,10,0,-6.0,2,,,,,,,,,,,,,,,,
0,20182019,Minnesota Wild,National Hockey League,1,0,0,0,2,0,0.0,0,0.0,0.0,0.0,0.0,0.0,26:16,1.0,0.0,00:03,26:13,0.0,0.0,0.0,00:00,4.0,31.0
0,20182019,Iowa Wild,AHL,149087,15,6,50,70,50,-10.0,21,,,,,,,,,,,,,,,,
0,20192020,Iowa Wild,AHL,149087,15,5,102,62,102,3.0,20,,,,,,,,,,,,,,,,
0,20202021,Minnesota Wild,National Hockey League,1,0,0,0,1,0,-1.0,0,2.0,0.0,0.0,0.0,0.0,13:58,3.0,0.0,00:01,11:49,0.0,0.0,0.0,02:08,1.0,18.0
0,20202021,Iowa Wild,AHL,149087,5,3,28,23,28,4.0,8,,,,,,,,,,,,,,,,
0,20212022,Laval Rocket,AHL,222817,19,11,92,69,92,-1.0,30,,,,,,,,,,,,,,,,
