,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20132014,Lac St-Louis Grenadiers Espoir,QMEAA,136169,0,0,2,5,2,0,,,,,,,,,,,,,,,,,
0,20132014,Lac St-Louis Grenadiers U15 AAA,QBAAA,167996,15,4,44,26,44,19,,,,,,,,,,,,,,,,,
0,20142015,Châteauguay Grenadiers,QMAAA,111053,21,3,22,41,22,24,-3.0,,,,,,,,,,,,,,,,
0,20152016,Drummondville Voltigeurs,QMJHL,9590,1,0,4,26,4,1,-7.0,,,,,,,,,,,,,,,,
0,20152016,Châteauguay Grenadiers,QM18AAA,112564,18,5,44,21,44,23,19.0,,,,,,,,,,,,,,,,
0,20162017,Drummondville Voltigeurs,QMJHL,9590,36,5,26,64,26,41,-19.0,,,,,,,,,,,,,,,,
0,20172018,Drummondville Voltigeurs,QMJHL,9590,57,12,47,68,47,69,27.0,,,,,,,,,,,,,,,,
0,20182019,Drummondville Voltigeurs,QMJHL,9590,49,7,48,53,48,56,60.0,,,,,,,,,,,,,,,,
0,20192020,Chicago Blackhawks,National Hockey League,1,0,0,0,1,0,0,1.0,17:01,2.0,2.0,0.0,0.0,00:00,17:01,0.0,0.0,0.0,0.0,0.0,0.0,00:00,2.0,24.0
0,20192020,Rockford IceHogs,AHL,8267,12,3,33,59,33,15,-5.0,,,,,,,,,,,,,,,,
0,20202021,Chicago Blackhawks,National Hockey League,1,4,2,2,19,2,6,1.0,261:48,7.0,14.0,0.0,1.0,22:26,239:10,0.0,28.6,0.0,0.0,0.0,0.0,00:12,21.0,317.0
0,20202021,Rockford IceHogs,AHL,8267,8,2,4,9,4,10,0.0,,,,,,,,,,,,,,,,
0,20202021,Canada,WC,17155,1,0,0,10,0,1,-4.0,,,,,,,,,,,,,,,,
0,20212022,Chicago Blackhawks,National Hockey League,1,0,0,0,2,0,0,-1.0,12:19,1.0,0.0,0.0,0.0,00:00,12:19,0.0,0.0,0.0,0.0,0.0,0.0,00:00,1.0,16.0
0,20212022,Rockford IceHogs,AHL,8267,14,2,68,66,68,16,-4.0,,,,,,,,,,,,,,,,
