,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,Philadelphia Flyers Elite 13UAAA,AYHL 13U,222329,30,37,81,30,81,67,
0,20132014,Philadelphia Flyers Elite 14UAAA,AYHL 14U,142570,34,32,96,28,96,66,
0,20142015,Virtua Hockey 16U,USPHL 16U,103880,39,24,20,21,20,63,0.0
0,20152016,U.S. National U17 Team,USDP,19734,25,15,64,58,64,40,2.0
0,20152016,USNTDP Juniors,USHL,52486,10,7,46,35,46,17,-22.0
0,20152016,USA U17,WHC-17,61270,4,1,4,5,4,5,
0,20162017,USA U18,WJC-18,17253,5,1,6,7,6,6,5.0
0,20162017,U.S. National U18 Team,USDP,19564,38,18,76,63,76,56,26.0
0,20162017,USNTDP Juniors,USHL,52486,15,9,28,26,28,24,8.0
0,20172018,Penn State Univ.,NCAA,21740,7,11,34,32,34,18,0.0
0,20182019,USA U20,WJC-20,17276,0,1,4,7,4,1,-2.0
0,20182019,Penn State Univ.,NCAA,21740,27,16,55,32,55,43,19.0
0,20192020,Penn State Univ.,NCAA,21740,22,12,28,34,28,34,12.0
0,20202021,Rockford IceHogs,AHL,8267,9,5,18,27,18,14,1.0
0,20212022,Rockford IceHogs,AHL,8267,14,14,70,63,70,28,-5.0
