,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20162017,Okanagan HA U15 Prep,CSSHL U15,135473,17,21,24,30,24,38,
0,20162017,Okanagan HA Black U17 Prep,CSSHL U17,185275,2,2,0,3,0,4,
0,20172018,Okanagan HA White U18 Prep,CSSHL U18,47046,18,18,58,36,58,36,
0,20182019,Edmonton Oil Kings,WHL,18851,6,7,13,47,13,13,-7.0
0,20192020,Edmonton Oil Kings,WHL,18851,9,9,56,64,56,18,9.0
0,20202021,Edmonton Oil Kings,WHL,18851,13,16,25,23,25,29,15.0
0,20212022,Edmonton Oil Kings,M-Cup,18331,2,1,2,3,2,3,1.0
0,20212022,Edmonton Oil Kings,WHL,18851,35,29,78,66,78,64,40.0
