,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,shots,powerPlayGoals,shotPct,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20112012,Esther-Blondin,QAAA,1,13,15,75.0,42,75,28,,,,,,,,,,,,,,,,,
0,20122013,Kimball Union,High-NH,1,19,16,,30,,35,,,,,,,,,,,,,,,,,
0,20132014,Bos. Jr. Bruins,Minor-MA,1,4,2,0.0,8,0,6,,,,,,,,,,,,,,,,,
0,20132014,Kimball Union,High-NH,2,39,24,,34,,63,,,,,,,,,,,,,,,,,
0,20132014,Des Moines,USHL,3,1,2,2.0,2,2,3,6.0,0.0,33.3,0.0,1.0,3.0,,,,,,,,,,,
0,20142015,Boston University,H-East,1,4,3,18.0,37,18,7,,0.0,,0.0,0.0,,,,,,,,,,,,
0,20152016,Boston University,H-East,1,4,1,10.0,18,10,5,37.0,0.0,2.7,0.0,0.0,-2.0,,,,,,,,,,,
0,20152016,Rouyn-Noranda,QMJHL,2,11,16,57.0,33,57,27,,,,,,,,,,,,,,,,,
0,20152016,Boston Univ.,NCAA,6890,4,1,10.0,18,10,5,,,,,,-2.0,,,,,,,,,,,
0,20152016,Rouyn-Noranda Huskies,M-Cup,9401,1,1,30.0,5,30,2,,,,,,0.0,,,,,,,,,,,
0,20152016,Rouyn-Noranda Huskies,QMJHL,9660,11,16,57.0,33,57,27,,,,,,8.0,,,,,,,,,,,
0,20162017,Colorado Avalanche,National Hockey League,1,1,0,4.0,5,4,1,8.0,0.0,0.0,0.0,0.0,-2.0,68:17,4.0,0.0,02:52,63:27,0.0,0.0,0.0,01:58,3.0,102.0
0,20162017,San Antonio Rampage,AHL,8497,23,15,78.0,63,78,38,,,,,,-15.0,,,,,,,,,,,
0,20172018,Colorado Avalanche,National Hockey League,1,3,0,29.0,17,29,3,13.0,0.0,0.0,0.0,0.0,2.0,125:41,30.0,0.0,02:47,122:54,33.33,0.0,0.0,00:00,5.0,188.0
0,20172018,San Antonio Rampage,AHL,8497,5,8,34.0,35,34,13,,,,,,-8.0,,,,,,,,,,,
0,20182019,Colorado Avalanche,National Hockey League,1,1,1,14.0,15,14,2,9.0,0.0,11.11,0.0,0.0,-2.0,94:01,20.0,0.0,00:00,94:01,40.0,0.0,0.0,00:00,5.0,142.0
0,20182019,Colorado Eagles,AHL,8957,25,19,63.0,54,63,44,,,,,,6.0,,,,,,,,,,,
0,20192020,Colorado Eagles,AHL,8957,16,16,87.0,47,87,32,,,,,,-6.0,,,,,,,,,,,
0,20202021,New Jersey Devils,National Hockey League,1,0,0,7.0,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,08:33,0.0,0.0,00:00,08:33,0.0,0.0,0.0,00:00,0.0,12.0
0,20202021,Bridgeport Islanders,AHL,827,1,1,8.0,10,8,2,,,,,,-12.0,,,,,,,,,,,
0,20202021,Binghamton Devils,AHL,233827,10,4,8.0,16,8,14,,,,,,-3.0,,,,,,,,,,,
0,20212022,New Jersey Devils,National Hockey League,1,1,1,2.0,9,2,2,14.0,0.0,7.1,0.0,0.0,0.0,70:42,20.0,0.0,00:06,70:27,66.67,0.0,0.0,00:09,3.0,111.0
0,20212022,Utica Comets,AHL,152247,30,22,102.0,53,102,52,,,,,,10.0,,,,,,,,,,,
