,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20112012,Lanaudière Pionniers Bntm AAA R,MMBAA,10161215,14,8,34,31,34,22,
0,20122013,Lanaudière Pionniers Mdgt Espoir,QMEAA,118486,0,0,4,1,4,0,
0,20122013,Lanaudière Pionniers Bantam AAA,QBAAA,158702,12,9,34,31,34,21,
0,20132014,Collège Esther-Blondin Phénix,QMAAA,85043,9,3,26,35,26,12,
0,20142015,Shawinigan Cataractes,QMJHL,8978,0,0,0,1,0,0,0.0
0,20142015,Collège Esther-Blondin Phénix,QMAAA,85043,20,13,67,36,67,33,7.0
0,20152016,Shawinigan Cataractes,QMJHL,9670,12,4,31,62,31,16,3.0
0,20162017,Shawinigan Cataractes,QMJHL,9670,39,17,41,67,41,56,35.0
0,20172018,Acadie-Bathurst Titan,M-Cup,9311,1,5,2,4,2,6,4.0
0,20172018,Acadie-Bathurst Titan,QMJHL,9570,7,4,13,10,13,11,10.0
0,20172018,Shawinigan Cataractes,QMJHL,9670,22,9,24,38,24,31,-18.0
0,20182019,Halifax Mooseheads,M-Cup,9351,2,3,2,4,2,5,0.0
0,20182019,Acadie-Bathurst Titan,QMJHL,9570,0,0,2,1,2,0,-1.0
0,20182019,Halifax Mooseheads,QMJHL,9610,38,48,60,68,60,86,51.0
0,20192020,Providence Bruins,AHL,897,3,0,0,5,0,3,0.0
0,20192020,Atlanta Gladiators,ECHL,8735,26,26,70,53,70,52,-8.0
0,20202021,Providence Bruins,AHL,897,8,8,14,25,14,16,10.0
0,20212022,Providence Bruins,AHL,897,22,8,66,68,66,30,-9.0
