,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,East Coast Selects O U12,WSI U12,206706,2,0,4,8,4,2,,,,,,,,,,,,,,,,,
0,20152016,Barrie Colts U16 AAA,ETAHL U16,81584,0,0,0,2,0,0,,,,,,,,,,,,,,,,,
0,20162017,Barrie Colts U16 AAA,ETAHL U16,81584,17,6,28,35,28,23,,,,,,,,,,,,,,,,,
0,20162017,Barrie Colts U18 AAA,ETAHL U18,91845,0,0,0,3,0,0,,,,,,,,,,,,,,,,,
0,20162017,Team OMHA Black,OGC-16,156327,0,0,0,5,0,0,,,,,,,,,,,,,,,,,
0,20172018,Stouffville Spirit,OJHL,27300,8,3,40,52,40,11,,,,,,,,,,,,,,,,,
0,20182019,Sudbury Wolves,OHL,6228,11,3,54,68,54,14,6.0,,,,,,,,,,,,,,,,
0,20192020,Sudbury Wolves,OHL,6228,17,9,27,63,27,26,4.0,,,,,,,,,,,,,,,,
0,20202021,Rockford IceHogs,AHL,8267,7,2,14,27,14,9,-3.0,,,,,,,,,,,,,,,,
0,20212022,Chicago Blackhawks,National Hockey League,1,0,0,4,4,4,0,-1.0,49:21,4.0,3.0,0.0,0.0,00:02,47:59,0.0,0.0,0.0,0.0,0.0,0.0,01:20,1.0,66.0
0,20212022,Rockford IceHogs,AHL,8267,15,10,46,64,46,25,0.0,,,,,,,,,,,,,,,,
