,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20132014,Winnipeg Warriors Bntm AAA Div 2,WBAAA2,129180,19,22,38,28,38,41,
0,20142015,Winnipeg Warriors Bantam AAA,WBAAA,129099,27,10,50,31,50,37,
0,20142015,Winnipeg Warriors City Midget,WCML,10103816,0,0,0,1,0,0,
0,20152016,Moose Jaw Warriors,WHL,7741,1,0,2,7,2,1,-3.0
0,20152016,Winnipeg Wild U18 AAA,MU18HL,20810,21,6,32,22,32,27,
0,20152016,Team Manitoba,WCCC-16,113423,3,0,10,5,10,3,
0,20152016,Canada U16,YOG,118187,0,0,5,6,5,0,1.0
0,20162017,Moose Jaw Warriors,WHL,7741,17,5,37,65,37,22,12.0
0,20162017,Canada U18,WJC-18,17193,1,1,2,5,2,2,4.0
0,20162017,Canada White U17,WHC-17,163790,3,1,4,6,4,4,
0,20172018,Moose Jaw Warriors,WHL,7741,16,9,33,44,33,25,29.0
0,20172018,Canada U18,Hlinka Gretzky Cup,144760,0,0,6,5,6,0,
0,20182019,Moose Jaw Warriors,WHL,7741,54,12,70,62,70,66,16.0
0,20192020,Calgary Hitmen,WHL,6781,39,7,88,64,88,46,6.0
0,20202021,Utica Comets,AHL,152247,2,3,18,28,18,5,7.0
0,20212022,Abbotsford Canucks,AHL,33767,6,2,35,42,35,8,4.0
