,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,timeOnIce,shots,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20032004,Honeybaked U18,MWEHL,46848,14,7,28,59,28,14.0,21,,,,,,,,,,,,,,,,
0,20042005,Cedar Rapids,USHL,1,11,10,30,58,30,16.0,21,4.0,4.0,0.0,,,,,,,,,,,,,
0,20052006,Miami U.,CCHA,1,8,3,31,39,31,,11,,,,,,,,,,,,,,,,
0,20062007,Miami U.,CCHA,1,15,9,40,42,40,,24,,,,,,,,,,,,,,,,
0,20072008,Miami U.,CCHA,1,23,9,42,42,42,,32,,,,,,,,,,,,,,,,
0,20082009,Manchester,AHL,1,15,8,42,72,42,-1.0,23,3.0,2.0,0.0,,,,,,,,,,,,,
0,20092010,Los Angeles Kings,National Hockey League,1,0,0,2,4,2,-2.0,0,0.0,0.0,0.0,61:38,6.0,6.0,0.0,01:47,59:14,0.0,0.0,0.0,0.0,00:37,7.0,74.0
0,20092010,Manchester,AHL,2,23,7,26,55,26,12.0,30,4.0,2.0,0.0,,,,,,,,,,,,,
0,20102011,Los Angeles Kings,National Hockey League,1,11,5,18,60,18,11.0,16,1.0,0.0,0.0,916:43,74.0,69.0,5.0,105:37,806:30,0.0,6.76,0.0,0.0,04:36,73.0,1237.0
0,20102011,Manchester,AHL,2,11,5,14,20,14,4.0,16,4.0,0.0,0.0,,58.0,,,,,,8.62,,,,,
0,20112012,Los Angeles Kings,National Hockey League,1,6,6,8,51,8,-1.0,12,3.0,0.0,0.0,750:43,78.0,51.0,7.0,90:52,653:39,0.0,7.69,0.0,0.0,06:12,48.0,1020.0
0,20122013,Los Angeles Kings,National Hockey League,1,4,1,10,27,10,-2.0,5,0.0,0.0,0.0,432:37,30.0,31.0,1.0,33:45,379:05,0.0,3.33,0.0,0.0,19:47,31.0,615.0
0,20122013,TPS ,Finland,2,1,1,8,11,8,,2,,,,,,,,,,,,,,,,
0,20122013,Allen,CHL,3,1,1,0,3,0,,2,,,,,,,,,,,,,,,,
0,20132014,Los Angeles Kings,National Hockey League,1,11,11,14,61,14,17.0,22,3.0,2.0,0.0,956:37,79.0,96.0,8.0,120:40,810:28,0.0,13.92,0.0,0.0,25:29,75.0,1331.0
0,20142015,Los Angeles Kings,National Hockey League,1,16,6,10,56,10,9.0,22,1.0,1.0,0.0,1116:07,103.0,95.0,4.0,108:53,917:40,0.0,5.83,0.0,0.0,89:34,117.0,1517.0
0,20152016,Los Angeles Kings,National Hockey League,1,21,10,40,78,40,16.0,31,4.0,4.0,0.0,1649:45,124.0,164.0,13.0,154:42,1318:57,0.0,8.06,1.0,1.0,176:06,182.0,2278.0
0,20162017,Los Angeles Kings,National Hockey League,1,30,9,24,82,24,-17.0,39,2.0,3.0,1.0,1774:35,144.0,137.0,15.0,177:41,1414:01,0.0,6.25,2.0,1.0,182:53,167.0,2431.0
0,20172018,Los Angeles Kings,National Hockey League,1,16,9,34,77,34,3.0,25,2.0,0.0,0.0,1760:25,111.0,100.0,11.0,150:04,1427:30,0.0,8.11,0.0,1.0,182:51,206.0,2182.0
0,20172018,USA,WC,17215,2,1,4,10,4,2.0,3,,,,,,,,,,,,,,,,
0,20182019,Los Angeles Kings,National Hockey League,1,14,4,8,60,8,-2.0,18,0.0,2.0,0.0,1281:47,78.0,78.0,2.0,72:34,1095:27,0.0,5.13,0.0,0.0,113:46,135.0,1578.0
0,20182019,USA,WC,17215,4,0,0,8,0,-6.0,4,,,,,,,,,,,,,,,,
0,20192020,Los Angeles Kings,National Hockey League,1,7,1,17,41,17,-9.0,8,0.0,0.0,0.0,882:11,59.0,32.0,2.0,60:24,746:43,0.0,1.7,0.0,0.0,75:04,85.0,1015.0
0,20192020,Vegas Golden Knights,National Hockey League,2,6,2,6,10,6,5.0,8,0.0,0.0,0.0,214:43,16.0,11.0,2.0,08:59,194:05,0.0,12.5,0.0,0.0,11:39,32.0,256.0
0,20202021,Vegas Golden Knights,National Hockey League,1,23,9,12,53,12,26.0,32,3.0,2.0,0.0,1195:59,85.0,44.0,9.0,76:16,988:36,0.0,10.6,0.0,0.0,131:07,168.0,1356.0
0,20212022,Vegas Golden Knights,National Hockey League,1,5,3,4,26,4,6.0,8,0.0,0.0,0.0,508:03,32.0,26.0,0.0,12:31,464:06,0.0,9.4,0.0,0.0,31:26,68.0,623.0
