,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,shots,shotPct,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Apple Valley,High-MN,1,18,24,12,31,12,42,,,,,,,,,,,,,,,,,
0,20102011,Southeast,UMHSEL,1,8,7,12,18,12,15,,,,,,,,,,,,,,,,,
0,20102011,Apple Valley,High-MN,2,32,18,16,28,16,50,,,,,,,,,,,,,,,,,
0,20112012,USNTDP,USHL,1,14,7,38,37,38,21,3.0,0.0,1.0,-15.0,,,,,,,,,,,,,
0,20112012,USNTDP,U-17,2,5,8,12,16,12,13,,,,,,,,,,,,,,,,,
0,20112012,USNTDP,U-18,3,0,0,0,1,0,0,,,,,,,,,,,,,,,,,
0,20122013,USNTDP,USHL,1,7,4,8,25,8,11,0.0,0.0,0.0,0.0,60.0,6.67,,,,,,,,,,,
0,20122013,USNTDP,U-18,2,18,7,50,40,50,25,,,,,,,,,,,,,,,,,
0,20122013,U.S.A.,WJ18-A,3,6,0,4,7,4,6,0.0,0.0,0.0,4.0,22.0,0.0,,,,,,,,,,,
0,20132014,U. of Minnesota,Big Ten,1,16,14,22,40,22,30,6.0,2.0,0.0,,,,,,,,,,,,,,
0,20132014,U.S.A.,WJC-A,2,2,2,2,5,2,4,0.0,1.0,0.0,2.0,13.0,,,,,,,,,,,,
0,20142015,U. of Minnesota,Big Ten,1,14,12,24,38,24,26,3.0,1.0,0.0,,,,,,,,,,,,,,
0,20142015,U.S.A.,WJC-A,2,2,1,4,5,4,3,0.0,0.0,0.0,7.0,9.0,,,,,,,,,,,,
0,20152016,Buffalo Sabres,National Hockey League,1,1,1,4,7,4,2,0.0,0.0,0.0,2.0,9.0,11.11,80:39,8.0,0.0,00:00,80:39,0.0,0.0,0.0,00:00,1.0,112.0
0,20152016,U.S.A.,WC-A,3,2,0,0,10,0,2,0.0,0.0,0.0,-2.0,12.0,,,,,,,,,,,,
0,20152016,U. of Minnesota,Big Ten,99,18,20,16,37,16,38,4.0,7.0,3.0,12.0,,,,,,,,,,,,,
0,20152016,Univ. of Minnesota,NCAA,8320,18,20,16,37,16,38,,,,12.0,,,,,,,,,,,,,
0,20152016,USA,WC,17215,2,0,0,10,0,2,,,,-2.0,,,,,,,,,,,,,
0,20162017,Buffalo Sabres,National Hockey League,1,1,0,2,10,2,1,0.0,0.0,0.0,-1.0,6.0,0.0,104:05,17.0,0.0,02:10,96:32,0.0,0.0,0.0,05:23,2.0,145.0
0,20162017,Rochester Americans,AHL,1047,4,8,8,37,8,12,,,,-12.0,,,,,,,,,,,,,
0,20172018,Buffalo Sabres,National Hockey League,1,0,0,2,5,2,0,0.0,0.0,0.0,-1.0,1.0,0.0,48:30,7.0,0.0,11:24,37:06,0.0,0.0,0.0,00:00,2.0,68.0
0,20172018,Rochester Americans,AHL,1047,18,12,40,69,40,30,,,,6.0,,,,,,,,,,,,,
0,20182019,Tucson Roadrunners,AHL,218897,17,16,16,64,16,33,,,,-1.0,,,,,,,,,,,,,
0,20192020,Tucson Roadrunners,AHL,218897,16,19,15,57,15,35,,,,8.0,,,,,,,,,,,,,
0,20202021,Arizona Coyotes,National Hockey League,1,0,0,0,5,0,0,0.0,0.0,0.0,-3.0,7.0,0.0,47:19,6.0,0.0,00:00,46:38,0.0,0.0,0.0,00:41,1.0,68.0
0,20202021,Tucson Roadrunners,AHL,218897,1,0,0,2,0,1,,,,-1.0,,,,,,,,,,,,,
0,20212022,Arizona Coyotes,National Hockey League,1,0,0,0,11,0,0,0.0,0.0,0.0,-3.0,3.0,0.0,108:43,16.0,0.0,00:00,105:54,100.0,0.0,0.0,02:49,6.0,155.0
0,20212022,Tucson Roadrunners,AHL,218897,23,14,18,51,18,37,,,,-22.0,,,,,,,,,,,,,
