,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,plusMinus
0,20122013,CarShield AAA 16U,NAPHL 16U,141470,9,5,54,22,54,14,
0,20132014,CarShield AAA 16U,NAPHL 16U,141470,17,12,77,19,77,29,
0,20142015,Omaha Lancers,USHL,10466,0,0,0,2,0,0,0.0
0,20142015,Janesville Jets,NAHL,47654,1,0,0,2,0,1,0.0
0,20142015,Minnesota Wilderness,NAHL,138174,0,0,0,2,0,0,-1.0
0,20142015,Minnesota Magicians,NAHL,144774,1,5,8,22,8,6,-4.0
0,20142015,Des Moines Buccaneers 18U AAA,ECEL 18U,177627,8,4,19,12,19,12,5.0
0,20152016,Austin Bruins,NAHL,72494,12,19,49,52,49,31,-8.0
0,20162017,Dubuque Fighting Saints,USHL,12506,10,17,87,57,87,27,-8.0
0,20172018,Western Michigan Univ.,NCAA,13060,7,10,34,33,34,17,-6.0
0,20182019,Western Michigan Univ.,NCAA,13060,14,13,48,36,48,27,6.0
0,20192020,Western Michigan Univ.,NCAA,13060,14,12,24,36,24,26,9.0
0,20202021,Hartford Wolf Pack,AHL,847,4,4,18,23,18,8,-6.0
0,20212022,Hartford Wolf Pack,AHL,847,10,14,58,59,58,24,-6.0
