,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,points,powerPlayGoals,gameWinningGoals,shortHandedGoals,plusMinus,timeOnIce,shots,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20102011,Melville Millionaires U15 AA,SAAHL U15,129446,19,16,34,21,34,35,,,,,,,,,,,,,,,,,
0,20112012,PoE Acad. Bant.,High-BC,1,32,12,45,40,45,44,,,,,,,,,,,,,,,,,
0,20122013,Yorkton,SMHL,1,28,7,30,38,30,35,,,,,,,,,,,,,,,,,
0,20122013,Seattle,WHL,2,0,0,0,1,0,0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
0,20132014,Seattle,WHL,1,13,6,18,58,18,19,3.0,0.0,0.0,1.0,,,,,,,,,,,,,
0,20142015,Seattle,WHL,1,25,13,23,69,23,38,7.0,1.0,0.0,1.0,,,,,,,,,,,,,
0,20152016,Seattle,WHL,1,46,19,33,69,33,65,12.0,,0.0,14.0,,,,,,,,,,,,,
0,20152016,Seattle Thunderbirds,WHL,9651,46,19,33,69,33,65,,,,14.0,,,,,,,,,,,,,
0,20162017,Seattle Thunderbirds,M-Cup,9131,0,0,2,3,2,0,,,,-4.0,,,,,,,,,,,,,
0,20162017,Seattle Thunderbirds,WHL,9651,42,28,21,67,21,70,,,,34.0,,,,,,,,,,,,,
0,20172018,Edmonton Oilers,National Hockey League,1,3,1,10,18,10,4,1.0,0.0,0.0,-11.0,335:23,20.0,14.0,2.0,32:54,298:58,0.0,5.0,0.0,0.0,03:31,28.0,417.0
0,20172018,Bakersfield Condors,AHL,7257,12,6,12,37,12,18,,,,-8.0,,,,,,,,,,,,,
0,20182019,Bakersfield Condors,AHL,7257,25,6,34,52,34,31,,,,14.0,,,,,,,,,,,,,
0,20192020,Edmonton Oilers,National Hockey League,1,16,5,33,71,33,21,1.0,1.0,0.0,-4.0,1559:42,99.0,59.0,2.0,52:15,1375:10,0.0,5.1,0.0,0.0,132:17,106.0,1839.0
0,20202021,Edmonton Oilers,National Hockey League,1,6,2,14,43,14,8,0.0,1.0,0.0,-1.0,772:21,53.0,31.0,0.0,22:40,671:59,0.0,3.8,0.0,0.0,77:42,55.0,945.0
0,20212022,Carolina Hurricanes,National Hockey League,1,9,5,20,58,20,14,0.0,2.0,0.0,1.0,932:39,97.0,55.0,1.0,33:31,845:57,0.0,5.2,0.0,0.0,53:11,41.0,1214.0
