,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,shots,powerPlayGoals,gameWinningGoals,shortHandedGoals,timeOnIce,hits,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,overTimeGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20092010,Tappara U16,Jr. C SM-sarja Q,10153638,8,6,2,8,2,0.0,14,,,,,,,,,,,,,,,,
0,20102011,Tappara U18,Fin-U18,1,8,7,8,11,8,,15,,,,,,,,,,,,,,,,
0,20102011,Tappara Jr.,Fin-Jr.,2,12,5,6,25,6,,17,,,,,,,,,,,,,,,,
0,20112012,Tappara Jr.,Fin-Jr.,1,3,2,2,5,2,,5,,,,,,,,,,,,,,,,
0,20112012,Tappara,Finland,2,9,7,4,32,4,,16,,,,,,,,,,,,,,,,
0,20112012,Finland,WJ18-A,3,2,1,27,7,27,0.0,3,17.0,1.0,0.0,0.0,,,,,,,,,,,,
0,20122013,Tappara,Finland,1,27,21,8,53,8,,48,,,,,,,,,,,,,,,,
0,20132014,Florida Panthers,National Hockey League,1,16,8,10,54,10,-3.0,24,87.0,3.0,1.0,0.0,923:13,16.0,6.0,144:07,771:59,48.84,9.2,0.0,0.0,07:07,27.0,1229.0
0,20132014,Finland,Olympics,2,1,0,2,2,2,3.0,1,4.0,0.0,0.0,0.0,,,,,,,,,,,,
0,20142015,Florida Panthers,National Hockey League,1,20,16,16,71,16,-4.0,36,123.0,3.0,3.0,0.0,1242:25,35.0,7.0,160:55,1049:02,46.11,13.01,0.0,0.0,32:28,35.0,1516.0
0,20142015,Finland,WC-A,2,3,4,4,8,4,3.0,7,16.0,1.0,0.0,0.0,,,,,,,,,,,,
0,20152016,Florida Panthers,National Hockey League,1,31,28,8,66,8,18.0,59,171.0,9.0,8.0,1.0,1282:23,43.0,16.0,187:35,976:42,49.22,16.37,0.0,2.0,118:06,39.0,1517.0
0,20152016,Finland,WC-A,2,6,3,2,9,2,3.0,9,15.0,1.0,1.0,0.0,,,,,,,,,,,,
0,20152016,Finland,WC,17055,6,3,2,9,2,3.0,9,,,,,,,,,,,,,,,,
0,20162017,Florida Panthers,National Hockey League,1,31,21,10,61,10,13.0,52,142.0,3.0,5.0,0.0,1183:30,39.0,14.0,177:29,927:57,46.53,14.79,2.0,0.0,78:04,30.0,1469.0
0,20162017,Finland,WCup,17116,0,0,0,3,0,-1.0,0,,,,,,,,,,,,,,,,
0,20172018,Florida Panthers,National Hockey League,1,51,27,14,79,14,9.0,78,256.0,5.0,3.0,5.0,1743:32,30.0,17.0,267:10,1337:52,53.51,10.55,0.0,5.0,138:30,67.0,2155.0
0,20182019,Florida Panthers,National Hockey League,1,61,35,8,82,8,-3.0,96,206.0,13.0,5.0,0.0,1833:01,28.0,31.0,288:19,1375:06,53.69,16.99,2.0,1.0,169:36,61.0,2218.0
0,20192020,Florida Panthers,National Hockey League,1,42,20,18,66,18,2.0,62,172.0,7.0,2.0,0.0,1321:00,21.0,20.0,223:45,1023:46,54.28,11.6,0.0,1.0,73:29,35.0,1529.0
0,20202021,Florida Panthers,National Hockey League,1,32,26,14,50,14,12.0,58,176.0,7.0,6.0,1.0,1046:52,31.0,19.0,199:33,776:04,54.87,14.8,2.0,1.0,71:15,37.0,1208.0
0,20212022,Florida Panthers,National Hockey League,1,49,39,18,67,18,36.0,88,214.0,12.0,5.0,4.0,1360:19,50.0,26.0,233:37,982:02,56.95,18.2,2.0,5.0,144:40,42.0,1559.0
