,season,team,league,sequenceNumber,assists,goals,pim,games,penaltyMinutes,plusMinus,points,timeOnIce,shots,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,shifts
0,20122013,Berani Zlin U16,Czech U16,83657,0,0,0,1,0,0.0,0,,,,,,,,,,,,,,,,
0,20132014,Berani Zlin U16,Czech U16,83657,10,11,8,24,8,11.0,21,,,,,,,,,,,,,,,,
0,20142015,Berani Zlin U18,Czech U18,40702,3,6,10,19,10,2.0,9,,,,,,,,,,,,,,,,
0,20142015,Berani Zlin U16,Czech U16,83657,18,30,16,25,16,36.0,48,,,,,,,,,,,,,,,,
0,20152016,Berani Zlin U18,Czech U18,40692,22,28,8,30,8,23.0,50,,,,,,,,,,,,,,,,
0,20152016,Czechia U17,WHC-17,61320,1,0,0,5,0,,1,,,,,,,,,,,,,,,,
0,20162017,Berani Zlin,Czech,1706,4,4,16,38,16,-5.0,8,,,,,,,,,,,,,,,,
0,20162017,Czechia U18,WJC-18,17013,3,2,2,5,2,-1.0,5,,,,,,,,,,,,,,,,
0,20162017,Berani Zlin U20,Czech U20,29835,0,0,0,2,0,-1.0,0,,,,,,,,,,,,,,,,
0,20162017,Czechia U18,Hlinka Gretzky Cup,158320,1,3,0,5,0,1.0,4,,,,,,,,,,,,,,,,
0,20172018,New York Rangers,National Hockey League,1,2,1,4,9,4,-5.0,3,122:29,21.0,3.0,0.0,0.0,03:20,118:50,36.84,4.76,0.0,0.0,0.0,0.0,00:19,1.0,151.0
0,20172018,Hartford Wolf Pack,AHL,847,20,11,6,46,6,1.0,31,,,,,,,,,,,,,,,,
0,20172018,Czechia,WC,17015,1,1,2,7,2,-3.0,2,,,,,,,,,,,,,,,,
0,20172018,Czechia U20,WJC-20,17046,2,2,0,7,0,0.0,4,,,,,,,,,,,,,,,,
0,20172018,Czechia,EHT,68526,1,2,2,6,2,-1.0,3,,,,,,,,,,,,,,,,
0,20182019,New York Rangers,National Hockey League,1,12,11,8,75,8,-22.0,23,1033:57,133.0,29.0,3.0,7.0,109:54,923:51,38.86,8.27,2.0,0.0,0.0,0.0,00:12,21.0,1300.0
0,20182019,Czechia,WC,17015,1,1,2,5,2,4.0,2,,,,,,,,,,,,,,,,
0,20182019,Czechia,EHT,68526,0,0,0,3,0,1.0,0,,,,,,,,,,,,,,,,
0,20192020,New York Rangers,National Hockey League,1,9,14,10,60,10,-7.0,23,890:27,114.0,13.0,1.0,3.0,76:50,811:58,38.45,12.3,2.0,0.0,0.0,0.0,01:39,31.0,1109.0
0,20192020,Hartford Wolf Pack,AHL,847,6,3,2,9,2,9.0,9,,,,,,,,,,,,,,,,
0,20202021,New York Rangers,National Hockey League,1,14,8,10,42,10,9.0,22,555:27,76.0,15.0,0.0,0.0,26:50,527:47,42.76,10.5,0.0,0.0,0.0,0.0,00:50,19.0,746.0
0,20202021,Czechia,WC,17015,2,2,2,8,2,1.0,4,,,,,,,,,,,,,,,,
0,20212022,New York Rangers,National Hockey League,1,14,8,14,67,14,-1.0,22,882:44,135.0,24.0,0.0,1.0,71:14,810:21,43.41,5.9,1.0,0.0,0.0,0.0,01:09,27.0,1093.0
